Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,?b
?a child ?c,?a child Anne_of_Bohemia_Duchess_of_Austria,2,1.0,0.00468384074941452,2,1,427,?a
?c spouse ?a,?a child Prince_Frederick_Duke_of_York_and_Albany,2,1.0,0.006622516556291391,2,1,302,?a
Francis_I_of_France parent ?b,Margaret_of_Valois_Angoul_me parent ?b,2,1.0,1.0,2,1,2,?b
?c parent ?a   ?c successor ?d   ?d parent ?b,?a child ?b,1508,0.03912466843501326,0.28921568627450983,59,3,204,?a
?a hasSpouse ?c,?a child Charles_the_Simple,2,1.0,0.006191950464396285,2,1,323,?a
?a hasSpouse ?c   ?d hasSpouse ?c   ?d gender ?b,?a gender ?b,892,0.7219730941704036,0.5,644,3,1288,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Charles_Duke_of_Vend_me parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?a parent ?c,?a mother Marie_de_Medici,2,1.0,0.005128205128205128,2,1,390,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Ren__of_Anjou child ?b,3,1.0,0.0011312217194570137,3,1,2652,?b
?b mother Margaret_Countess_of_Anjou,Margaret_Countess_of_Anjou child ?b,5,0.4,1.0,2,1,2,?b
George_II_of_Great_Britain child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0026395173453996985,1.0,7,1,7,?a
Eleanor_of_England_Queen_of_Castile child ?a,?a hasSpouse Yes,759,0.003952569169960474,1.0,3,1,3,?a
?c successor ?a   ?d child ?c   ?d spouse ?b,?a parent ?b,946,0.010570824524312896,0.06369426751592357,10,3,157,?a
?b hasSpouse ?c,Sophia_Eleonore_of_Saxony child ?b,5,1.0,0.0025933609958506223,5,1,1928,?b
?b spouse ?c,Louis_the_Pious child ?b,4,0.5,0.002600780234070221,2,1,769,?b
?c successor ?a   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03941908713692946,0.6440677966101694,76,3,118,?a
?a child Prince_Philippe_Duke_of_Orl_ans_1869_1926,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a spouse ?c,?a parent Charles_Count_of_Valois,2,1.0,0.0045871559633027525,2,1,436,?a
?c parent ?a,?a child Archduchess_Maria_Anna_of_Austria_born_1738,2,1.0,0.006309148264984227,2,1,317,?a
?a child ?c,?a child Alfonso_V_of_Aragon,2,1.0,0.00468384074941452,2,1,427,?a
?a child ?c   ?c gender ?b,?a gender ?b,892,0.19394618834080718,0.6528301886792452,173,2,265,?a
?c child ?b,Ingegerd_Olofsdotter_of_Sweden child ?b,8,1.0,0.006683375104427736,8,1,1197,?b
?a mother Maria_Josepha_of_Saxony_Dauphine_of_France,?a parent Maria_Josepha_of_Saxony_Dauphine_of_France,2,1.0,0.6666666666666666,2,1,3,?a
?c child ?b,Louise_Marie_Ad_la_de_de_Bourbon_Duchess_of_Orl_ans child ?b,3,1.0,0.002506265664160401,3,1,1197,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Joan_I_of_Navarre,2,1.0,0.00468384074941452,2,1,427,?a
?a spouse ?c,?a child Adela_of_France,2,1.0,0.006289308176100629,2,1,318,?a
?a name ?c   ?c mother ?b,?a name ?b,585,0.0,0.0,0,2,44,?a
?a child Francis_II_Holy_Roman_Emperor,?a child Archduke_John_of_Austria,2,1.0,1.0,2,1,2,?a
?a child Mary_of_Hungary_governor_of_the_Netherlands,?a child Catherine_of_Austria_Queen_of_Portugal,2,1.0,1.0,2,1,2,?a
?c child ?a,?a father Edward_King_of_Portugal,3,1.0,0.010830324909747292,3,1,277,?a
?a successor Philip_I_Duke_of_Burgundy,?a child Philip_I_Count_of_Auvergne,2,1.0,0.6666666666666666,2,1,3,?a
?a child Princess_Mary_Duchess_of_Gloucester_and_Edinburgh,?a child George_IV,2,1.0,1.0,2,1,2,?a
?b child ?c,Charles_Ferdinand_Duke_of_Berry parent ?b,2,1.0,0.00468384074941452,2,1,427,?b
Ferdinand_II_of_Aragon spouse ?a,?a spouse Ferdinand_II_of_Aragon,2,1.0,1.0,2,1,2,?a
?a spouse Catherine_of_Valois,"?a gender ""male""",485,0.004123711340206186,1.0,2,1,2,?a
?c mother ?a,?a spouse Francis_I_of_the_Two_Sicilies,2,1.0,0.007722007722007722,2,1,259,?a
?a father Gaston_IV_Count_of_Foix,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a child Mary_of_Hungary_governor_of_the_Netherlands,?a child Ferdinand_I_Holy_Roman_Emperor,2,1.0,1.0,2,1,2,?a
John_I_Duke_of_Brittany parent ?a,?a successor John_I_Duke_of_Brittany,3,0.6666666666666666,1.0,2,1,2,?a
?b hasSpouse ?c,Godfrey_I_Count_of_Louvain spouse ?b,2,1.0,0.001037344398340249,2,1,1928,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Philip_of_France_Archdeacon_of_Paris,2,1.0,0.00468384074941452,2,1,427,?a
?a child Judith_of_Habsburg,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?c predecessor ?a   ?d successor ?c   ?b parent ?d,?a father ?b,561,0.0053475935828877,0.018404907975460124,3,3,163,?a
?b father ?c,Mary_Queen_of_Scots spouse ?b,3,1.0,0.0053475935828877,3,1,561,?b
?b child Charles_X,Charles_X parent ?b,2,1.0,1.0,2,1,2,?b
?a spouse ?c,?a child Archduke_Ferdinand_Karl_Viktor_of_Austria_Este,2,1.0,0.006289308176100629,2,1,318,?a
?a parent ?c,?a child Louise_Ad_la_de_d_Orl_ans,2,1.0,0.005141388174807198,2,1,389,?a
?b hasSpouse ?c,Robert_II_Duke_of_Burgundy parent ?b,2,1.0,0.001037344398340249,2,1,1928,?b
?c child ?b,Louis_XI child ?b,3,1.0,0.002506265664160401,3,1,1197,?b
?b parent Henry_the_Fowler,Henry_the_Fowler child ?b,6,0.3333333333333333,1.0,2,1,2,?b
?b hasSpouse Yes,Maria_Christina_of_the_Two_Sicilies spouse ?b,2,1.0,0.002635046113306983,2,1,759,?b
?a father Louis_XIV,?a parent Louis_XIV,2,1.0,1.0,2,1,2,?a
?a gender ?c,?a parent Letizia_Bonaparte,2,1.0,0.0041841004184100415,2,1,478,?a
?b hasSpouse Yes,Napoleon_II parent ?b,2,1.0,0.002635046113306983,2,1,759,?b
?c child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.4513574660633484,1.0,1197,1,1197,?a
Ingegerd_Olofsdotter_of_Sweden parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Princess_Amelia_of_the_United_Kingdom,2,1.0,0.00468384074941452,2,1,427,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a spouse Gerberga_of_Saxony,2,1.0,0.002600780234070221,2,1,769,?a
?c child ?a,?a child Charles_Emmanuel_IV_of_Sardinia,2,1.0,0.006825938566552901,2,1,293,?a
?b child Bonne_of_Luxembourg,Bonne_of_Luxembourg parent ?b,2,1.0,1.0,2,1,2,?b
?c spouse ?b,Joan_I_of_Navarre child ?b,4,0.75,0.003963011889035667,3,1,757,?b
?a mother ?c   ?c child ?b,?a parent ?b,946,0.0021141649048625794,0.0025940337224383916,2,2,771,?a
?a predecessor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,1508,0.16379310344827586,0.0016593997944225356,247,3,148849,?a
?a parent ?c,?a father John_II_Duke_of_Brittany,2,1.0,0.003937007874015748,2,1,508,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Violant_of_Hungary child ?b,3,1.0,0.0011312217194570137,3,1,2652,?b
?a mother ?c   ?c spouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.11048265460030166,1.0,293,3,293,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Henry_II_of_Castile parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?b parent ?c,George_III parent ?b,2,1.0,0.0032258064516129032,2,1,620,?b
?a mother ?c   ?d parent ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.12707390648567118,1.0,337,3,337,?a
?b marriedTo ?c,Otto_IV_Count_of_Burgundy parent ?b,2,1.0,0.13333333333333333,2,1,15,?b
?a parent Maria_Anna_Victoria_of_Bavaria,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a father Charles_Count_of_Valois,3,1.0,0.0053475935828877,3,1,561,?a
?a gender ?c,?a name Ferdinand_I,2,1.0,0.004454342984409799,2,1,449,?a
?b name ?c,Joanna_of_Castile successor ?b,2,1.0,0.0034542314335060447,2,1,579,?b
?c spouse ?a,?a mother Waldrada_of_Worms,2,1.0,0.00684931506849315,2,1,292,?a
?a successor ?c   ?d father ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03578838174273859,0.5702479338842975,69,3,121,?a
?b hasSpouse ?c,Henry_the_Middle_Duke_of_Brunswic_L_neburg parent ?b,2,1.0,0.001037344398340249,2,1,1928,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Edward_III_of_England parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?b spouse ?c,Marie_Jos_phine_of_Savoy parent ?b,2,1.0,0.002600780234070221,2,1,769,?b
Ren__of_Anjou parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a child ?c   ?d child ?c   ?b parent ?d,?a successor ?b,354,0.24858757062146894,0.4074074074074074,88,3,216,?a
Anne_of_Cyprus child ?a,?a hasSpouse No,1169,0.0025662959794696323,0.375,3,1,8,?a
?c spouse ?a,?a mother Douce_I_Countess_of_Provence,2,1.0,0.00684931506849315,2,1,292,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a name Louis_I,4,1.0,0.0069084628670120895,4,1,579,?a
?a parent ?c,?a child Philip_IV_of_Spain,2,1.0,0.005141388174807198,2,1,389,?a
?a hasSpouse ?c,?a mother Catherine_de_Medici,4,0.75,0.009836065573770493,3,1,305,?a
?c child ?a,?a spouse Louis_XII,3,1.0,0.009433962264150943,3,1,318,?a
?a child Afonso_Prince_of_Portugal,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Charles_V_of_France child ?b,4,1.0,0.0015082956259426848,4,1,2652,?b
?a hasSpouse Yes,?a child Childebrand_I,2,1.0,0.006493506493506494,2,1,308,?a
?a successor French_Revolution_of_1848,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a successor ?c   ?d father ?c   ?d gender ?b,?a gender ?b,892,0.052690582959641255,0.5802469135802469,47,3,81,?a
?b gender ?c,Anne_of_Cyprus child ?b,8,0.375,0.0033632286995515697,3,1,892,?b
?a parent ?c,?a name Joan_I,2,1.0,0.004048582995951417,2,1,494,?a
?a hasSpouse ?c,?a parent Louis_II_of_Anjou,2,1.0,0.00425531914893617,2,1,470,?a
?c child ?b,Hemma child ?b,3,1.0,0.002506265664160401,3,1,1197,?b
"?b gender ""male""",Henry_I_of_France predecessor ?b,2,1.0,0.004123711340206186,2,1,485,?b
?c spouse ?b,Maria_Beatrice_d_Este_Duchess_of_Massa child ?b,5,0.4,0.002642007926023778,2,1,757,?b
"?a gender ""male""",?a father Henry_II_of_France,4,0.5,0.007662835249042145,2,1,261,?a
?a child ?c,?a child Philip_Count_of_Longueville,2,1.0,0.00468384074941452,2,1,427,?a
?a mother ?c   ?d parent ?c   ?b child ?d,?a parent ?b,946,0.2653276955602537,0.8394648829431438,251,3,299,?a
?a mother ?c,?a successor Francis_I_Holy_Roman_Emperor,4,0.5,0.013986013986013986,2,1,143,?a
?a child Princess_Sophia_of_the_United_Kingdom,?a child Princess_Mary_Duchess_of_Gloucester_and_Edinburgh,2,1.0,1.0,2,1,2,?a
?b hasSpouse ?c,Charles_Emmanuel_III_of_Sardinia spouse ?b,2,1.0,0.001037344398340249,2,1,1928,?b
?b gender ?c,Margaret_of_Valois parent ?b,2,1.0,0.002242152466367713,2,1,892,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Louis_Philippe_I predecessor ?b,3,1.0,0.0011312217194570137,3,1,2652,?b
?a father ?c   ?c hasSpouse ?b,?a hasSpouse ?b,1928,0.1229253112033195,0.7873754152823921,237,2,301,?a
?c child ?a,?a name Antoine,3,1.0,0.01107011070110701,3,1,271,?a
?a child Catherine_of_France_Countess_of_Charolais,?a child Louis_XI,2,1.0,1.0,2,1,2,?a
?a father ?c,?a name Ramon_Berenguer_IV,2,1.0,0.004366812227074236,2,1,458,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Adelaide_of_Maurienne child ?b,4,1.0,0.0015082956259426848,4,1,2652,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a mother Anne_of_Bohemia_and_Hungary,4,1.0,0.00980392156862745,4,1,408,?a
?a successor Charles_V_Holy_Roman_Emperor,?a child Mary_of_Hungary_governor_of_the_Netherlands,2,1.0,0.6666666666666666,2,1,3,?a
?b child Hugh_Magnus,Henry_I_of_France parent ?b,2,1.0,1.0,2,1,2,?b
?a parent ?c   ?d parent ?c   ?d mother ?b,?a parent ?b,946,0.36046511627906974,0.7785388127853882,341,3,438,?a
?a child Richard_I_of_England,?a child William_IX_Count_of_Poitiers,2,1.0,1.0,2,1,2,?a
Pepin_of_Herstal successor ?a,?a predecessor Pepin_of_Herstal,4,1.0,1.0,4,1,4,?a
Ferdinand_II_of_Aragon predecessor ?a,?a successor Ferdinand_II_of_Aragon,3,0.6666666666666666,1.0,2,1,2,?a
?b child Margaret_of_Nevers,Philip_the_Good parent ?b,2,1.0,1.0,2,1,2,?b
?a mother ?c,?a child Eleanor_of_Castile_died_1244,2,1.0,0.006968641114982578,2,1,287,?a
?c parent ?a   ?d predecessor ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.11463046757164404,1.0,304,3,304,?a
?c child ?a   ?d mother ?c   ?b child ?d,?a parent ?b,946,0.20930232558139536,0.7704280155642024,198,3,257,?a
?a mother ?c   ?b parent ?c,?a successor ?b,354,0.011299435028248588,0.025477707006369428,4,2,157,?a
?b hasSpouse Yes,Maximilian_I_Holy_Roman_Emperor spouse ?b,2,1.0,0.002635046113306983,2,1,759,?b
?b gender ?c,Alfonso_II_Count_of_Provence parent ?b,2,1.0,0.002242152466367713,2,1,892,?b
"?b gender ""male""",Henry_I_of_France successor ?b,2,1.0,0.004123711340206186,2,1,485,?b
?b parent ?c,Alfonso_VII_of_Le_n_and_Castile child ?b,6,0.5,0.004838709677419355,3,1,620,?b
?a successor Charles_IV_Holy_Roman_Emperor,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?c successor ?b,Ren__of_Anjou successor ?b,2,1.0,0.006920415224913495,2,1,289,?b
?a child ?c,?a child Eleanor_of_Austria,2,1.0,0.00468384074941452,2,1,427,?a
?a child ?c,?a father Philippe_II_Duke_of_Orl_ans,2,1.0,0.006472491909385114,2,1,309,?a
?b child Charles_IX_of_France,Margaret_of_Valois parent ?b,2,1.0,1.0,2,1,2,?b
?a father ?c,?a parent Isabel_of_Barcelos,2,1.0,0.003937007874015748,2,1,508,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a parent Alfonso_VII_of_Le_n_and_Castile,3,1.0,0.004838709677419355,3,1,620,?a
?a spouse ?c,?a father Victor_Amadeus_III_of_Sardinia,2,1.0,0.005076142131979695,2,1,394,?a
?a successor Joan_II_Countess_of_Burgundy,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Philip_the_Good spouse ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?b parent ?c,Ferdinand_Duke_of_Viseu parent ?b,2,1.0,0.0032258064516129032,2,1,620,?b
?a spouse ?c,?a parent John_the_Fearless,2,1.0,0.0045871559633027525,2,1,436,?a
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.6016949152542372,0.0004512176521429661,213,3,472056,?a
?b parent ?c,Henry_IV_of_France spouse ?b,2,1.0,0.0032258064516129032,2,1,620,?b
?b hasSpouse Yes,Antoine_Count_of_Vaud_mont parent ?b,2,1.0,0.002635046113306983,2,1,759,?b
Charles_Count_of_Valois child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0015082956259426848,1.0,4,1,4,?a
Elisabeth_Farnese child ?a,?a mother Elisabeth_Farnese,2,1.0,1.0,2,1,2,?a
?b child ?c,Francis_I_Holy_Roman_Emperor child ?b,13,0.3076923076923077,0.00936768149882904,4,1,427,?b
?b gender ?c,Alfonso_VIII_of_Castile child ?b,5,0.4,0.002242152466367713,2,1,892,?b
?c predecessor ?b,Louis_Philippe_I predecessor ?b,3,1.0,0.00964630225080386,3,1,311,?b
?a marriedTo ?c,?a child Charles_II_Grand_Duke_of_Mecklenburg_Strelitz,2,1.0,0.2222222222222222,2,1,9,?a
Philippe_II_Duke_of_Orl_ans parent ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?a spouse ?c,?a predecessor John_King_of_England,2,1.0,0.012121212121212121,2,1,165,?a
?a successor ?c   ?d mother ?c   ?d gender ?b,?a gender ?b,892,0.006726457399103139,0.375,6,3,16,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a successor John_King_of_England,2,1.0,0.006430868167202572,2,1,311,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a father Louis_Dauphin_of_France_son_of_Louis_XV,3,1.0,0.0053475935828877,3,1,561,?a
?a predecessor ?c   ?c predecessor ?b,?a father ?b,561,0.024955436720142603,0.0945945945945946,14,2,148,?a
Ferdinand_II_of_Aragon spouse ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?c child ?a,?a child Louis_XV,2,1.0,0.006825938566552901,2,1,293,?a
?c parent ?a,?a child Ren__of_Anjou,2,1.0,0.006309148264984227,2,1,317,?a
?b mother ?c,Edward_I_of_England parent ?b,2,1.0,0.004901960784313725,2,1,408,?b
?a parent ?c   ?d child ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.08817427385892117,0.8900523560209425,170,3,191,?a
?a child ?c,?a child Louis_XI,2,1.0,0.00468384074941452,2,1,427,?a
?a successor ?b,?a predecessor ?b,358,0.027932960893854747,0.046948356807511735,10,1,213,?a
?b hasSpouse No,Ferdinand_II_of_Aragon child ?b,6,0.6666666666666666,0.003421727972626176,4,1,1169,?b
"?a gender ""female""",?a father Otto_IV_Count_of_Burgundy,2,1.0,0.011976047904191617,2,1,167,?a
?b hasSpouse ?c,Yaroslav_the_Wise child ?b,8,0.875,0.0036307053941908715,7,1,1928,?b
?a parent ?c   ?c spouse ?b,?a predecessor ?b,358,0.19553072625698323,0.2734375,70,2,256,?a
?a predecessor ?c   ?d successor ?c   ?b predecessor ?d,?a predecessor ?b,358,0.505586592178771,0.6961538461538461,181,3,260,?a
Manuel_I_of_Portugal spouse ?a,?a spouse Manuel_I_of_Portugal,2,1.0,1.0,2,1,2,?a
?c successor ?a   ?d parent ?c   ?d gender ?b,?a gender ?b,892,0.10986547085201794,0.8305084745762712,98,3,118,?a
?c child ?a   ?c child ?d   ?d predecessor ?b,?a father ?b,561,0.24420677361853832,0.5055350553505535,137,3,271,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Philip_the_Good spouse ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
Princess_Marie_Isabelle_of_Orl_ans parent ?a,?a child Princess_Marie_Isabelle_of_Orl_ans,2,1.0,1.0,2,1,2,?a
?a parent ?c,?a name Ramon_Berenguer_IV,2,1.0,0.004048582995951417,2,1,494,?a
?b parent Louis_the_Pious,Louis_the_Pious child ?b,4,0.5,1.0,2,1,2,?b
?a father Henry_IV_of_France,?a mother Marie_de_Medici,2,1.0,1.0,2,1,2,?a
?c parent ?a   ?d child ?c   ?d spouse ?b,?a spouse ?b,865,0.28901734104046245,0.5555555555555556,250,3,450,?a
?a parent Mary_of_Avesnes,?a father Louis_I_Duke_of_Bourbon,2,1.0,1.0,2,1,2,?a
Anne_of_Brittany spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0011312217194570137,1.0,3,1,3,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Charles_Emmanuel_III_of_Sardinia spouse ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?a father ?c,?a spouse Charles_IV_of_France,3,1.0,0.007614213197969543,3,1,394,?a
?c child ?a,?a father Louis_Duke_of_Savoy,4,1.0,0.01444043321299639,4,1,277,?a
?b gender ?c,Judith_of_Bavaria_died_843 parent ?b,2,1.0,0.002242152466367713,2,1,892,?b
"?b gender ""male""",Edward_King_of_Portugal child ?b,4,0.5,0.004123711340206186,2,1,485,?b
?b predecessor ?c,Maria_Amalia_of_Saxony child ?b,8,0.25,0.006578947368421052,2,1,304,?b
Louis_VII_of_France parent ?a,?a child Philip_of_France_Archdeacon_of_Paris,2,1.0,1.0,2,1,2,?a
?b spouse ?c,Eleanor_of_Alburquerque parent ?b,2,1.0,0.002600780234070221,2,1,769,?b
?b child ?c,Maria_Beatrice_d_Este_Duchess_of_Massa child ?b,5,0.4,0.00468384074941452,2,1,427,?b
?c child ?a   ?c successor ?d   ?d mother ?b,?a mother ?b,408,0.18382352941176472,0.7894736842105263,75,3,95,?a
?a mother ?c,?a father Ramon_Berenguer_IV_Count_of_Provence,2,1.0,0.005865102639296188,2,1,341,?a
"?a gender ""male""",?a successor Henry_I_of_France,2,1.0,0.012422360248447204,2,1,161,?a
Pepin_of_Herstal parent ?a,?a hasSpouse No,1169,0.001710863986313088,1.0,2,1,2,?a
?a child Archduke_Charles_Duke_of_Teschen,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a successor Fulk_King_of_Jerusalem,2,1.0,0.006430868167202572,2,1,311,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a parent Yolande_of_Dreux_Duchess_of_Burgundy,2,1.0,0.0032258064516129032,2,1,620,?a
?c mother ?a   ?d parent ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.10369532428355958,1.0,275,3,275,?a
?c parent ?a,?a child Charles_Emmanuel_IV_of_Sardinia,2,1.0,0.006309148264984227,2,1,317,?a
?b gender ?c,Margaret_of_Artois parent ?b,2,1.0,0.002242152466367713,2,1,892,?b
?a spouse Joan_I_Countess_of_Auvergne,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?a child ?c,?a predecessor John_King_of_England,2,1.0,0.011235955056179775,2,1,178,?a
Hortense_de_Beauharnais child ?b,Louis_Bonaparte child ?b,3,0.6666666666666666,0.6666666666666666,2,1,3,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Philip_I_of_Castile parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?a child Mary_Tudor_Queen_of_France,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a parent Victor_Amadeus_III_of_Sardinia,"?a gender ""female""",407,0.004914004914004914,1.0,2,1,2,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a predecessor Prince_Philippe_Count_of_Paris,2,1.0,0.006578947368421052,2,1,304,?a
Rudolf_I_of_Germany spouse ?a,?a spouse Rudolf_I_of_Germany,2,1.0,1.0,2,1,2,?a
?a hasSpouse No,?a successor Francis_I_Holy_Roman_Emperor,4,0.5,0.022727272727272728,2,1,88,?a
?c parent ?a,?a child Richeza_of_Denmark,2,1.0,0.006309148264984227,2,1,317,?a
?c parent ?b,Isabella_of_France parent ?b,2,1.0,0.0024630541871921183,2,1,812,?b
?a name ?c   ?c name ?d   ?d child ?b,?a spouse ?b,865,0.0023121387283236996,0.013157894736842105,2,3,152,?a
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.1610105580693816,1.0,427,2,427,?a
?a predecessor ?c   ?c child ?b,?a parent ?b,946,0.004228329809725159,0.008968609865470852,4,2,446,?a
?b successor ?c,Henry_I_of_France successor ?b,2,1.0,0.006430868167202572,2,1,311,?b
?b spouse ?c,Mahaut_Countess_of_Artois parent ?b,2,1.0,0.002600780234070221,2,1,769,?b
?a gender ?c,?a mother Margaret_of_Artois,2,1.0,0.006430868167202572,2,1,311,?a
?c successor ?b,Louis_Bonaparte child ?b,3,0.6666666666666666,0.006920415224913495,2,1,289,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a father Louis_I_Duke_of_Bourbon,2,1.0,0.0035650623885918,2,1,561,?a
?a hasSpouse Yes,?a child Princess_Louise_d_Artois,2,1.0,0.006493506493506494,2,1,308,?a
?b spouse Richeza_of_Poland_Queen_of_Sweden,Richeza_of_Poland_Queen_of_Sweden spouse ?b,3,1.0,1.0,3,1,3,?b
?a child ?c,?a child Rudolph_III_of_Burgundy,2,1.0,0.00468384074941452,2,1,427,?a
?a parent ?c   ?c spouse ?b,?a parent ?b,946,0.45348837209302323,0.6146131805157593,429,2,698,?a
Ingegerd_Olofsdotter_of_Sweden parent ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?a child ?c,?a spouse Anne_of_Brittany,3,1.0,0.009433962264150943,3,1,318,?a
?a parent ?c   ?d mother ?c   ?b child ?d,?a parent ?b,946,0.27167019027484146,0.8682432432432432,257,3,296,?a
?a child Marie_Antoinette,?a child Archduchess_Maria_Carolina_of_Austria_born_1740,2,1.0,1.0,2,1,2,?a
?a hasSpouse ?c,?a spouse Charles_X,2,1.0,0.0034071550255536627,2,1,587,?a
?a father ?c,?a parent Bonne_of_Luxembourg,3,1.0,0.005905511811023622,3,1,508,?a
?b spouse ?c,Claude_of_France child ?b,5,0.4,0.002600780234070221,2,1,769,?b
?c successor ?b,Maria_Amalia_of_Saxony child ?b,8,0.25,0.006920415224913495,2,1,289,?b
?b parent ?c,Robert_II_of_France child ?b,4,0.75,0.004838709677419355,3,1,620,?b
Agnes_of_France_Duchess_of_Burgundy parent ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?b hasSpouse No,Marie_Antoinette child ?b,3,1.0,0.0025662959794696323,3,1,1169,?b
