Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,?b
?a hasSpouse ?c,?a father Augustus_III_of_Poland,2,1.0,0.004830917874396135,2,1,414,?a
?c child ?b,John_King_of_England successor ?b,2,1.0,0.001670843776106934,2,1,1197,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Mary_of_Hungary_governor_of_the_Netherlands,2,1.0,0.00468384074941452,2,1,427,?a
?a father Philip_V_of_Spain,?a mother Elisabeth_Farnese,2,1.0,1.0,2,1,2,?a
?c successor ?a,?a child Marie_of_France_Countess_of_Champagne,2,1.0,0.011764705882352941,2,1,170,?a
?c parent ?b,Joan_of_Valois_Countess_of_Hainaut parent ?b,2,1.0,0.0024630541871921183,2,1,812,?b
?b father Louis_Dauphin_of_France_son_of_Louis_XIV,Louis_Dauphin_of_France_son_of_Louis_XIV child ?b,3,0.6666666666666666,1.0,2,1,2,?b
?c name ?a   ?c name ?d   ?d child ?b,?a spouse ?b,865,0.0023121387283236996,0.012987012987012988,2,3,154,?a
Maximilian_II_Holy_Roman_Emperor child ?b,Maria_of_Austria_Holy_Roman_Empress child ?b,6,0.8333333333333334,0.7142857142857143,5,1,7,?b
?a mother ?c,?a successor Henry_I_of_France,2,1.0,0.013986013986013986,2,1,143,?a
?a spouse ?c   ?c predecessor ?d   ?d spouse ?b,?a parent ?b,946,0.0021141649048625794,0.018518518518518517,2,3,108,?a
?a gender ?c,?a father Robert_II_Duke_of_Burgundy,3,1.0,0.007009345794392523,3,1,428,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,John_King_of_England child ?b,6,1.0,0.0022624434389140274,6,1,2652,?b
?a child Ferdinand_I_Holy_Roman_Emperor,?a successor Charles_V_Holy_Roman_Emperor,3,0.6666666666666666,1.0,2,1,2,?a
?c successor ?a,?a successor Charles_Martel,3,0.6666666666666666,0.011560693641618497,2,1,173,?a
?a spouse ?c,?a mother Agnes_of_France_Duchess_of_Burgundy,2,1.0,0.0064516129032258064,2,1,310,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a spouse Theobald_III_Count_of_Blois,2,1.0,0.002600780234070221,2,1,769,?a
Galeazzo_Maria_Sforza spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
Edward_III_of_England parent ?a,?a child Eleanor_of_Woodstock,2,1.0,1.0,2,1,2,?a
Marie_Countess_of_Ponthieu parent ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?a name ?c,?a mother Anne_of_Cyprus,3,1.0,0.009404388714733543,3,1,319,?a
Princess_Augusta_of_Saxe_Gotha child ?a,?a hasSpouse No,1169,0.0051325919589392645,1.0,6,1,6,?a
?a child Maria_of_Aragon_Queen_of_Portugal,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
Archduchess_Maria_Theresa_of_Austria_Este_1817_1886 parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a spouse Margaret_of_Foix,2,1.0,0.002600780234070221,2,1,769,?a
?a spouse Stephen_III_Duke_of_Bavaria,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?c parent ?a   ?d successor ?c   ?d gender ?b,?a gender ?b,892,0.10650224215246637,0.5621301775147929,95,3,169,?a
?b hasSpouse ?c,Landgravine_Elisabeth_Amalie_of_Hesse_Darmstadt child ?b,9,1.0,0.00466804979253112,9,1,1928,?b
?a hasSpouse ?c,?a child Alfonso_V_of_Aragon,2,1.0,0.006191950464396285,2,1,323,?a
?a parent ?c   ?b child ?c,?a mother ?b,408,0.004901960784313725,0.0058823529411764705,2,2,340,?a
?b hasSpouse ?c,William_Duke_of_J_lich_Cleves_Berg spouse ?b,2,1.0,0.001037344398340249,2,1,1928,?b
?a spouse ?c   ?d marriedTo ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.0015560165975103733,1.0,3,3,3,?a
Alfonso_VII_of_Le_n_and_Castile successor ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?b parent ?c,Joan_II_Countess_of_Burgundy parent ?b,2,1.0,0.0032258064516129032,2,1,620,?b
?a child ?c,?a child Archduke_Rainer_Joseph_of_Austria,2,1.0,0.00468384074941452,2,1,427,?a
?c successor ?a,?a successor Joanna_of_Castile,2,1.0,0.011560693641618497,2,1,173,?a
Robert_II_Duke_of_Burgundy parent ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?c spouse ?a   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04719917012448133,0.6148648648648649,91,3,148,?a
?a parent ?c,?a child Napol_on_Charles_Bonaparte,2,1.0,0.005141388174807198,2,1,389,?a
?b hasSpouse No,Elisabeth_of_Meissen child ?b,5,0.8,0.003421727972626176,4,1,1169,?b
?b gender ?c,John_IV_Duke_of_Brittany parent ?b,2,1.0,0.002242152466367713,2,1,892,?b
?a parent ?c,?a child Anne_of_Orl_ans_Abbess_of_Fontevraud,2,1.0,0.005141388174807198,2,1,389,?a
?a hasSpouse Yes,?a parent Letizia_Bonaparte,2,1.0,0.004796163069544364,2,1,417,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Dirk_III_Count_of_Holland parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?a gender ?c,?a child Prince_Frederick_Duke_of_York_and_Albany,2,1.0,0.0060790273556231,2,1,329,?a
?c parent ?a   ?c spouse ?d   ?b child ?d,?a spouse ?b,865,0.0023121387283236996,0.006172839506172839,2,3,324,?a
?a mother Catherine_de_Medici,?a parent Catherine_de_Medici,4,0.75,1.0,3,1,3,?a
"?a gender ""male""",?a spouse Bertrade_of_Montfort,2,1.0,0.007462686567164179,2,1,268,?a
?c predecessor ?a,?a predecessor Pepin_of_Herstal,4,0.5,0.010810810810810811,2,1,185,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Philip_IV_of_Spain,2,1.0,0.00468384074941452,2,1,427,?a
?a father ?c,?a child Rudolf_II_Duke_of_Austria,2,1.0,0.006472491909385114,2,1,309,?a
?c spouse ?b,Philip_III_of_France parent ?b,2,1.0,0.002642007926023778,2,1,757,?b
?a parent Eleanor_of_Aragon_Queen_of_Portugal,?a father Edward_King_of_Portugal,3,1.0,1.0,3,1,3,?a
?a spouse ?c,?a spouse Louis_X_of_France,2,1.0,0.002600780234070221,2,1,769,?a
?c predecessor ?a,?a parent Constance_of_Arles,2,1.0,0.00975609756097561,2,1,205,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Geoffrey_Plantagenet_Count_of_Anjou child ?b,3,1.0,0.0011312217194570137,3,1,2652,?b
?a child Carlo_Duke_of_Calabria,?a child Princess_Maria_Isabella_of_Naples_and_Sicily,2,1.0,1.0,2,1,2,?a
?a parent ?c,?a child Madeleine_of_Valois,2,1.0,0.005141388174807198,2,1,389,?a
?a mother ?c,?a parent Louis_Dauphin_of_France_son_of_Louis_XIV,2,1.0,0.005128205128205128,2,1,390,?a
Louis_I_Duke_of_Orl_ans parent ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?b gender ?c,Louis_the_Stammerer successor ?b,2,1.0,0.002242152466367713,2,1,892,?b
?c spouse ?b,Philip_V_of_Spain parent ?b,2,1.0,0.002642007926023778,2,1,757,?b
?c father ?a,?a father Louis_I_Duke_of_Bourbon,2,1.0,0.007380073800738007,2,1,271,?a
?b hasSpouse No,Philippe_II_Duke_of_Orl_ans child ?b,7,0.7142857142857143,0.00427715996578272,5,1,1169,?b
?c child ?b,Ferdinand_I_of_the_Two_Sicilies child ?b,11,1.0,0.009189640768588136,11,1,1197,?b
?b hasSpouse ?c,Hugh_II_Duke_of_Burgundy child ?b,2,1.0,0.001037344398340249,2,1,1928,?b
?c mother ?a   ?c father ?d   ?d child ?b,?a child ?b,1508,0.13859416445623343,0.6807817589576547,209,3,307,?a
?a gender ?c   ?d gender ?c   ?d spouse ?b,?a child ?b,1508,0.07161803713527852,0.0010615711252653928,108,3,101736,?a
?b gender ?c,Charles_IX_of_France parent ?b,2,1.0,0.002242152466367713,2,1,892,?b
?a mother Beatrice_of_Savoy,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?b parent Yolande_of_Aragon,Louis_II_of_Anjou child ?b,4,0.5,1.0,2,1,2,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Archduke_Joseph_Franz_of_Austria,2,1.0,0.00468384074941452,2,1,427,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Bertha_of_Holland parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Charles_II_Archduke_of_Austria,2,1.0,0.00468384074941452,2,1,427,?a
?a father John_II_of_France,?a mother Bonne_of_Luxembourg,3,1.0,1.0,3,1,3,?a
?a child ?c,?a child Blanche_of_France_nun,2,1.0,0.00468384074941452,2,1,427,?a
Maria_Beatrice_of_Savoy child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0011312217194570137,1.0,3,1,3,?a
?a parent ?c   ?b spouse ?c,?a father ?b,561,0.39037433155080214,0.39107142857142857,219,2,560,?a
?c parent ?a,?a child Charles_IV_Holy_Roman_Emperor,2,1.0,0.006309148264984227,2,1,317,?a
?c child ?b,Philip_II_of_Spain parent ?b,2,1.0,0.001670843776106934,2,1,1197,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Maria_of_Austria_Duchess_of_J_lich_Cleves_Berg,2,1.0,0.00468384074941452,2,1,427,?a
?a father ?c,?a child Anne_of_Orl_ans_Abbess_of_Fontevraud,2,1.0,0.006472491909385114,2,1,309,?a
?a child Catherine_of_France_Countess_of_Charolais,?a child Yolande_of_Valois,2,1.0,1.0,2,1,2,?a
?a hasSpouse ?c,?a father Louis_the_Pious,2,1.0,0.004830917874396135,2,1,414,?a
?c predecessor ?b,Bonne_of_Luxembourg child ?b,6,0.5,0.00964630225080386,3,1,311,?b
?c father ?b,Bonne_of_Luxembourg child ?b,6,0.5,0.006382978723404255,3,1,470,?b
?c child ?a   ?b marriedTo ?c,?a father ?b,561,0.0035650623885918,0.2,2,2,10,?a
?a parent Ramon_Berenguer_III_Count_of_Barcelona,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a father ?c,?a child Agnes_of_France_Byzantine_Empress,2,1.0,0.006472491909385114,2,1,309,?a
?a parent Louis_Dauphin_of_France_son_of_Louis_XIV,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?c child ?a,?a child Charles_Count_of_Maine,2,1.0,0.006825938566552901,2,1,293,?a
?a name ?c   ?c predecessor ?b,?a successor ?b,354,0.00847457627118644,0.23076923076923078,3,2,13,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Rudolph_II_of_Burgundy child ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?b mother ?c,Leopold_II_Holy_Roman_Emperor parent ?b,2,1.0,0.004901960784313725,2,1,408,?b
?a child Patrick_Gordon_of_Auchindoun,?a child Jean_Gordon_Countess_of_Bothwell,2,1.0,1.0,2,1,2,?a
?b parent ?c,Maria_Josepha_of_Saxony_Dauphine_of_France child ?b,5,0.4,0.0032258064516129032,2,1,620,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Antoine_Duke_of_Lorraine child ?b,3,1.0,0.0011312217194570137,3,1,2652,?b
?a parent Robert_II_of_France,?a hasSpouse Yes,759,0.002635046113306983,0.6666666666666666,2,1,3,?a
?a mother ?c,?a parent Francis_I_Holy_Roman_Emperor,4,0.75,0.007692307692307693,3,1,390,?a
?a gender ?c,?a child Am_lie_of_Orl_ans,2,1.0,0.0060790273556231,2,1,329,?a
?c predecessor ?a   ?b child ?c,?a parent ?b,946,0.007399577167019027,0.03317535545023697,7,2,211,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Stephen_King_of_England successor ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?a spouse Ermengarde_of_Anjou_Duchess_of_Burgundy,"?a gender ""male""",485,0.004123711340206186,1.0,2,1,2,?a
?a parent Charles_I_Duke_of_Bourbon,?a parent Agnes_of_Burgundy_Duchess_of_Bourbon,2,1.0,1.0,2,1,2,?a
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b,1508,0.7506631299734748,0.001321509789912631,1132,3,856596,?a
?c parent ?a,?a parent Louis_XIV,2,1.0,0.004357298474945534,2,1,459,?a
?a marriedTo ?c,?a successor Afonso_I_of_Portugal,2,1.0,0.4,2,1,5,?a
Eadgifu_of_Wessex spouse ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?a child ?c,?a child Anna_de_Medici,2,1.0,0.00468384074941452,2,1,427,?a
?a parent Joanna_of_Bourbon,"?a gender ""male""",485,0.004123711340206186,1.0,2,1,2,?a
?c spouse ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.6809269162210339,0.0003770739064856712,382,3,1013064,?a
?c predecessor ?a   ?c parent ?b,?a father ?b,561,0.008912655971479501,0.025906735751295335,5,2,193,?a
?c successor ?b,Francis_I_Holy_Roman_Emperor successor ?b,2,1.0,0.006920415224913495,2,1,289,?b
?b spouse ?c,Letizia_Bonaparte child ?b,8,0.25,0.002600780234070221,2,1,769,?b
?c parent ?a,?a father Louis_I_Duke_of_Bourbon,2,1.0,0.004705882352941176,2,1,425,?a
?c child ?b,Yaropolk_I_of_Kiev predecessor ?b,2,1.0,0.001670843776106934,2,1,1197,?b
?a spouse ?c,?a child Sophie_of_France_1786_1787,2,1.0,0.006289308176100629,2,1,318,?a
?a hasSpouse ?c,?a child Princess_Louise_d_Artois,2,1.0,0.006191950464396285,2,1,323,?a
?a child ?c   ?c mother ?d   ?d child ?b,?a child ?b,1508,0.4986737400530504,0.9261083743842364,752,3,812,?a
?c parent ?a,?a mother Gertrude_of_Hohenberg,3,1.0,0.01,3,1,300,?a
Pepin_of_Herstal successor ?b,Pepin_of_Herstal child ?b,3,0.6666666666666666,0.5,2,1,4,?b
?a successor ?c   ?b mother ?c,?a child ?b,1508,0.000663129973474801,0.058823529411764705,1,2,17,?a
?b hasSpouse ?c,Eleanor_of_Lancaster child ?b,5,1.0,0.0025933609958506223,5,1,1928,?b
?a spouse ?c   ?c spouse ?b,?a marriedTo ?b,15,0.06666666666666667,0.3333333333333333,1,2,3,?a
?a father ?c   ?c successor ?d   ?b child ?d,?a mother ?b,408,0.14215686274509803,0.3515151515151515,58,3,165,?a
?a child Princess_Mary_Duchess_of_Gloucester_and_Edinburgh,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a successor Charles_Martel,3,1.0,0.00964630225080386,3,1,311,?a
?c child ?a,?a predecessor Louis_the_Pious,3,1.0,0.015544041450777202,3,1,193,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Louis_XIV child ?b,7,1.0,0.0026395173453996985,7,1,2652,?b
?c child ?b,Louis_VIII_of_France predecessor ?b,2,1.0,0.001670843776106934,2,1,1197,?b
?b spouse Philippe_I_Duke_of_Orl_ans,Philippe_I_Duke_of_Orl_ans spouse ?b,2,1.0,1.0,2,1,2,?b
?c parent ?b,Margaret_of_Valois parent ?b,2,1.0,0.0024630541871921183,2,1,812,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Charles_VI_of_France child ?b,6,1.0,0.0022624434389140274,6,1,2652,?b
?a hasSpouse Yes,?a father John_II_of_France,4,0.75,0.008310249307479225,3,1,361,?a
?a parent ?c   ?d successor ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.044087136929460584,0.5944055944055944,85,3,143,?a
?b successor ?c,Louis_the_German child ?b,3,0.6666666666666666,0.006430868167202572,2,1,311,?b
?c spouse ?a,?a spouse Maximilian_I_Holy_Roman_Emperor,3,0.6666666666666666,0.003305785123966942,2,1,605,?a
?a parent ?c,?a child Blanche_of_Castile,2,1.0,0.005141388174807198,2,1,389,?a
?c parent ?b,Alfonso_VIII_of_Castile child ?b,5,0.4,0.0024630541871921183,2,1,812,?b
?c spouse ?b,Margaret_of_Anjou parent ?b,2,1.0,0.002642007926023778,2,1,757,?b
?b spouse Vladimir_the_Great,Yaroslav_the_Wise parent ?b,3,0.6666666666666666,1.0,2,1,2,?b
?a child ?c,?a father Louis_the_Pious,2,1.0,0.006472491909385114,2,1,309,?a
?a father ?c   ?c child ?d   ?d parent ?b,?a mother ?b,408,0.3284313725490196,0.4785714285714286,134,3,280,?a
?c parent ?a   ?c mother ?d   ?b predecessor ?d,?a successor ?b,354,0.06497175141242938,0.6216216216216216,23,3,37,?a
?c child ?b,Manuel_I_of_Portugal spouse ?b,2,1.0,0.001670843776106934,2,1,1197,?b
?c spouse ?a   ?c child ?d   ?b successor ?d,?a parent ?b,946,0.004228329809725159,0.023255813953488372,4,3,172,?a
?a name John_I,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0015082956259426848,1.0,4,1,4,?a
Marie_Caroline_of_Bourbo_Two_Sicilies_Duchess_of_Berry child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
Bertha_of_Burgundy parent ?a,?a child Gerberga_of_Burgundy,2,1.0,1.0,2,1,2,?a
Rudolf_I_of_Germany child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0026395173453996985,1.0,7,1,7,?a
?b name ?c,Hemma parent ?b,2,1.0,0.0034542314335060447,2,1,579,?b
?a father ?c,?a child Philip_of_France_Archdeacon_of_Paris,2,1.0,0.006472491909385114,2,1,309,?a
?a gender ?c,?a parent Maria_Theresa,4,0.75,0.006276150627615063,3,1,478,?a
?b hasSpouse ?c,Philip_I_of_France parent ?b,2,1.0,0.001037344398340249,2,1,1928,?b
?a child Sanchia_of_Provence,?a child Margaret_of_Provence,2,1.0,1.0,2,1,2,?a
?b name ?c,Philip_IV_of_France parent ?b,2,1.0,0.0034542314335060447,2,1,579,?b
?b child Mary_of_Hungary_governor_of_the_Netherlands,Ferdinand_I_Holy_Roman_Emperor parent ?b,2,1.0,1.0,2,1,2,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Sancho_IV_of_Castile child ?b,4,1.0,0.0015082956259426848,4,1,2652,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Rudolf_I_of_Germany spouse ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?a hasSpouse ?c,?a parent Mahaut_Countess_of_Artois,2,1.0,0.00425531914893617,2,1,470,?a
Henry_I_of_France spouse ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?b parent ?c,John_the_Fearless child ?b,3,0.6666666666666666,0.0032258064516129032,2,1,620,?b
?a parent ?c   ?b parent ?c,?a successor ?b,354,0.014124293785310734,0.017482517482517484,5,2,286,?a
?c parent ?b,Alfonso_II_Count_of_Provence parent ?b,2,1.0,0.0024630541871921183,2,1,812,?b
Marie_Louise_Duchess_of_Parma spouse ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?b hasSpouse ?c,Afonso_IV_of_Portugal child ?b,3,1.0,0.0015560165975103733,3,1,1928,?b
Victor_Amadeus_I_Duke_of_Savoy child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.001885369532428356,1.0,5,1,5,?a
Eleanor_of_Aquitaine child ?a,"?a gender ""female""",407,0.007371007371007371,0.75,3,1,4,?a
?a hasSpouse ?c   ?d hasSpouse ?c   ?b spouse ?d,?a mother ?b,408,0.40931372549019607,0.0009290268027014097,167,3,179758,?a
?a child Louis_XI,?a child Joan_of_France_Duchess_of_Bourbon,2,1.0,1.0,2,1,2,?a
?c child ?a,?a child Marie_of_Orl_ans_Viscountess_of_Narbonne,2,1.0,0.006825938566552901,2,1,293,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Louis_Charles_Count_of_Beaujolais,2,1.0,0.00468384074941452,2,1,427,?a
?a child ?c,?a parent Joanna_of_Bourbon,2,1.0,0.005141388174807198,2,1,389,?a
?c child ?a,?a father Robert_the_Strong,2,1.0,0.007220216606498195,2,1,277,?a
?a successor ?c   ?c hasSpouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.0953996983408748,1.0,253,3,253,?a
?c spouse ?b,Victor_Amadeus_III_of_Sardinia parent ?b,2,1.0,0.002642007926023778,2,1,757,?b
Marie_Jos_phine_of_Savoy parent ?a,?a child Charles_Felix_of_Sardinia,2,1.0,1.0,2,1,2,?a
?a hasSpouse No,?a predecessor Prince_Philippe_Count_of_Paris,2,1.0,0.022222222222222223,2,1,90,?a
Charlotte_of_Mecklenburg_Strelitz child ?a,?a hasSpouse No,1169,0.010265183917878529,1.0,12,1,12,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Philip_IV_of_Spain child ?b,5,1.0,0.001885369532428356,5,1,2652,?b
?c spouse ?b,Margaret_of_the_Palatinate parent ?b,2,1.0,0.002642007926023778,2,1,757,?b
?c parent ?b,Judith_of_Bavaria_died_843 parent ?b,2,1.0,0.0024630541871921183,2,1,812,?b
?a child Joan_of_England_Queen_of_Sicily,?a child Richard_I_of_England,2,1.0,1.0,2,1,2,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Ren__of_Anjou predecessor ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?a hasSpouse ?c,?a child Isabella_of_France_Queen_of_Navarre,2,1.0,0.006191950464396285,2,1,323,?a
"?a gender ""female""",?a mother Gertrude_of_Hohenberg,3,0.6666666666666666,0.014598540145985401,2,1,137,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,John_of_Bohemia predecessor ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?b spouse ?c,Berengaria_of_Barcelona parent ?b,2,1.0,0.002600780234070221,2,1,769,?b
?a gender ?c,?a child Louis_XII,2,1.0,0.0060790273556231,2,1,329,?a
?c father ?a   ?b child ?c,?a spouse ?b,865,0.09710982658959537,0.4158415841584158,84,2,202,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Joan_of_Valois_Queen_of_Navarre,2,1.0,0.00468384074941452,2,1,427,?a
?a hasSpouse ?c,?a child Archduke_Franz_Karl_of_Austria,2,1.0,0.006191950464396285,2,1,323,?a
?c spouse ?b,Eleanor_of_England_Queen_of_Castile child ?b,3,1.0,0.003963011889035667,3,1,757,?b
?c child ?a,?a child Princess_Maria_Antonia_of_Naples_and_Sicily,2,1.0,0.006825938566552901,2,1,293,?a
?a name Charles_III,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a spouse ?c   ?c successor ?b,?a predecessor ?b,358,0.002793296089385475,0.022727272727272728,1,2,44,?a
?b hasSpouse No,Gertrude_of_Hohenberg child ?b,6,0.5,0.0025662959794696323,3,1,1169,?b
?c child ?a,?a child Charlotte_Princess_Royal,2,1.0,0.006825938566552901,2,1,293,?a
?a child ?c   ?c spouse ?d   ?d successor ?b,?a successor ?b,354,0.01694915254237288,0.07792207792207792,6,3,77,?a
?a father ?c,?a parent Anne_of_Cyprus,4,1.0,0.007874015748031496,4,1,508,?a
?c name ?b,Pepin_the_Short parent ?b,2,1.0,0.003766478342749529,2,1,531,?b
?a mother Anne_Marie_d_Orl_ans,?a parent Anne_Marie_d_Orl_ans,2,1.0,1.0,2,1,2,?a
?b child ?c,Henry_II_of_England parent ?b,2,1.0,0.00468384074941452,2,1,427,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a spouse Empress_Matilda,2,1.0,0.002600780234070221,2,1,769,?a
?b parent ?c,Charles_VI_of_France parent ?b,2,1.0,0.0032258064516129032,2,1,620,?b
?b hasSpouse No,Francesco_I_de_Medici_Grand_Duke_of_Tuscany child ?b,4,0.75,0.0025662959794696323,3,1,1169,?b
?a child Archduke_Rudolf_of_Austria,?a child Archduke_Rainer_Joseph_of_Austria,2,1.0,1.0,2,1,2,?a
?a predecessor Louis_the_Pious,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0011312217194570137,1.0,3,1,3,?a
?c successor ?a   ?b spouse ?c,?a parent ?b,946,0.07188160676532769,0.384180790960452,68,2,177,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Jacquetta_of_Luxembourg parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?c spouse ?a,?a spouse Louis_II_of_Anjou,3,0.6666666666666666,0.003305785123966942,2,1,605,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Godfrey_I_Count_of_Louvain spouse ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?c child ?a,?a child Eleanor_of_Portugal_Holy_Roman_Empress,2,1.0,0.006825938566552901,2,1,293,?a
?c mother ?a   ?c father ?d   ?b child ?d,?a spouse ?b,865,0.0011560693641618498,0.0078125,1,3,128,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Peter_II_of_Aragon parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?b hasSpouse Yes,Joan_I_of_Navarre child ?b,4,0.75,0.003952569169960474,3,1,759,?b
Theobald_II_Duke_of_Lorraine parent ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Napoleon_II,2,1.0,0.00468384074941452,2,1,427,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Victor_Amadeus_III_of_Sardinia,2,1.0,0.0035650623885918,2,1,561,?a
?c father ?a,?a father Giovanni_di_Bicci_de_Medici,2,1.0,0.007380073800738007,2,1,271,?a
?a child Francis_II_Holy_Roman_Emperor,?a child Archduke_Rudolf_of_Austria,2,1.0,1.0,2,1,2,?a
?a child ?c,?a child Princess_Augusta_of_Great_Britain,2,1.0,0.00468384074941452,2,1,427,?a
Gisela_of_Burgundy_Marchioness_of_Montferrat spouse ?a,?a spouse Gisela_of_Burgundy_Marchioness_of_Montferrat,2,1.0,1.0,2,1,2,?a
?c child ?a,?a parent Charles_Count_of_Valois,2,1.0,0.0060790273556231,2,1,329,?a
?a child Anne_of_Kiev,?a child Agatha_wife_of_Edward_the_Exile,3,0.6666666666666666,1.0,2,1,2,?a
?b hasSpouse ?c,Nicholas_Francis_Duke_of_Lorraine child ?b,2,1.0,0.001037344398340249,2,1,1928,?b
Charles_Emmanuel_II_Duke_of_Savoy spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
