Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,?b
?a name ?c   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03734439834024896,1.0,72,3,72,?a
?a child ?c   ?c predecessor ?d   ?d child ?b,?a child ?b,1508,0.41445623342175064,0.749400479616307,625,3,834,?a
?c father ?a   ?d child ?c   ?d successor ?b,?a child ?b,1508,0.0623342175066313,0.6811594202898551,94,3,138,?a
?a successor ?c   ?c predecessor ?b,?a successor ?b,354,0.03672316384180791,0.03359173126614987,13,2,387,?a
?a father ?c   ?d father ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.21153846153846154,1.0,561,3,561,?a
?a predecessor ?c   ?d predecessor ?c   ?d successor ?b,?a successor ?b,354,0.6016949152542372,0.7947761194029851,213,3,268,?a
?c spouse ?a   ?d child ?c   ?d name ?b,?a name ?b,585,0.003418803418803419,0.011111111111111112,2,3,180,?a
?c mother ?a   ?d marriedTo ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.0026395173453996985,1.0,7,3,7,?a
?c successor ?a   ?c successor ?b,?a spouse ?b,865,0.003468208092485549,0.014634146341463415,3,2,205,?a
?a predecessor ?c   ?d successor ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.07277526395173455,1.0,193,3,193,?a
?a mother ?c   ?c child ?d   ?d father ?b,?a predecessor ?b,358,0.06424581005586592,0.5609756097560976,23,3,41,?a
?a spouse ?c   ?b predecessor ?c,?a child ?b,1508,0.023872679045092837,0.32142857142857145,36,2,112,?a
?c parent ?a   ?c mother ?b,?a marriedTo ?b,15,0.2,0.3333333333333333,3,2,9,?a
?c child ?a   ?c successor ?d   ?d predecessor ?b,?a parent ?b,946,0.1416490486257928,0.5851528384279476,134,3,229,?a
?c parent ?a   ?d mother ?c   ?d gender ?b,?a gender ?b,892,0.10874439461883408,0.49743589743589745,97,3,195,?a
?c spouse ?a   ?d father ?c   ?d child ?b,?a child ?b,1508,0.005305039787798408,0.016913319238900635,8,3,473,?a
?a mother ?c   ?c predecessor ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.008295625942684766,1.0,22,3,22,?a
?c name ?a   ?c child ?b,?a name ?b,585,0.0,0.0,0,2,199,?a
?c marriedTo ?a   ?c parent ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.003393665158371041,1.0,9,3,9,?a
?c father ?a   ?d parent ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.08609958506224066,0.7280701754385965,166,3,228,?a
?c parent ?a   ?d successor ?c   ?b parent ?d,?a child ?b,1508,0.08885941644562334,0.67,134,3,200,?a
?c parent ?a   ?d parent ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.15975103734439833,0.8,308,3,385,?a
?c successor ?a   ?d spouse ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03371369294605809,0.5803571428571429,65,3,112,?a
?c father ?a   ?c spouse ?b,?a spouse ?b,865,0.003468208092485549,0.010452961672473868,3,2,287,?a
?a successor ?c   ?d parent ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03890041493775934,0.5769230769230769,75,3,130,?a
?a gender ?c   ?b gender ?c,?a successor ?b,354,0.2627118644067797,0.0010635134826064085,93,2,87446,?a
?c successor ?a   ?c predecessor ?d   ?b child ?d,?a father ?b,561,0.012477718360071301,0.06086956521739131,7,3,115,?a
?c successor ?a   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.029564315352697094,0.6063829787234043,57,3,94,?a
?a parent ?c   ?c child ?d   ?d mother ?b,?a parent ?b,946,0.21141649048625794,0.78125,200,3,256,?a
?a predecessor ?c   ?b mother ?c,?a successor ?b,354,0.011299435028248588,0.14285714285714285,4,2,28,?a
?c child ?a   ?c child ?d   ?d successor ?b,?a spouse ?b,865,0.006936416184971098,0.022058823529411766,6,3,272,?a
?c parent ?a   ?c successor ?b,?a spouse ?b,865,0.0011560693641618498,0.0037735849056603774,1,2,265,?a
?c parent ?a   ?b name ?c,?a name ?b,585,0.0,0.0,0,2,59,?a
?a name ?c   ?c father ?d   ?d spouse ?b,?a name ?b,585,0.0,0.0,0,3,48,?a
?a name ?c   ?d parent ?c   ?d parent ?b,?a name ?b,585,0.13162393162393163,0.5579710144927537,77,3,138,?a
?c successor ?a   ?c marriedTo ?b,?a parent ?b,946,0.004228329809725159,1.0,4,2,4,?a
?c father ?a   ?d child ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.07993966817496229,1.0,212,3,212,?a
?c father ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.4682875264270613,0.000570115155539769,443,3,777036,?a
?a successor ?c   ?c name ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.07390648567119155,1.0,196,3,196,?a
?a parent ?c   ?c mother ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.12330316742081449,1.0,327,3,327,?a
?c name ?a   ?c name ?b,?a child ?b,1508,0.0,0.0,0,2,55,?a
?a spouse ?c   ?b spouse ?c,?a successor ?b,354,0.002824858757062147,0.004629629629629629,1,2,216,?a
?c name ?a   ?c parent ?d   ?d spouse ?b,?a name ?b,585,0.0,0.0,0,3,81,?a
?a spouse ?c   ?d child ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.13914027149321267,1.0,369,3,369,?a
?a child ?c   ?c father ?b,?a spouse ?b,865,0.10751445086705202,0.45588235294117646,93,2,204,?a
?c mother ?a   ?c hasSpouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.10218702865761689,1.0,271,3,271,?a
?a parent ?c   ?c successor ?b,?a parent ?b,946,0.011627906976744186,0.03900709219858156,11,2,282,?a
?c child ?a   ?c spouse ?d   ?b father ?d,?a spouse ?b,865,0.0023121387283236996,0.010810810810810811,2,3,185,?a
?b spouse ?a,?a successor ?b,354,0.022598870056497175,0.03571428571428571,8,1,224,?a
?a parent ?c   ?d parent ?c   ?b child ?d,?a parent ?b,946,0.3964059196617336,0.7961783439490446,375,3,471,?a
?a name ?c   ?c marriedTo ?b,?a name ?b,585,0.0,0.0,0,2,3,?a
?c successor ?a   ?c spouse ?b,?a successor ?b,354,0.002824858757062147,0.005988023952095809,1,2,167,?a
?a child ?c   ?d father ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.05186721991701245,0.8064516129032258,100,3,124,?a
?a child ?c   ?c parent ?b,?a spouse ?b,865,0.223121387283237,0.4777227722772277,193,2,404,?a
?a parent ?c   ?c child ?b,?a successor ?b,354,0.01694915254237288,0.011928429423459244,6,2,503,?a
?a spouse ?c   ?d successor ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04564315352697095,0.6153846153846154,88,3,143,?a
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.5508021390374331,0.0003770739064856712,309,3,819468,?a
?c spouse ?a   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.10736514522821576,0.8023255813953488,207,3,258,?a
?a predecessor ?c   ?c father ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.07088989441930618,1.0,188,3,188,?a
?a successor ?c   ?c parent ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.08823529411764706,1.0,234,3,234,?a
?a child ?c   ?d child ?c   ?d successor ?b,?a successor ?b,354,0.5932203389830508,0.8823529411764706,210,3,238,?a
?a predecessor ?c   ?b father ?c,?a parent ?b,946,0.003171247357293869,0.01775147928994083,3,2,169,?a
?c mother ?a   ?d mother ?c   ?d gender ?b,?a gender ?b,892,0.06614349775784753,0.6555555555555556,59,3,90,?a
?c parent ?a   ?b spouse ?c,?a child ?b,1508,0.001326259946949602,0.005076142131979695,2,2,394,?a
?a parent ?c   ?b mother ?c,?a predecessor ?b,358,0.013966480446927373,0.030120481927710843,5,2,166,?a
?c parent ?a   ?b child ?c,?a successor ?b,354,0.014124293785310734,0.026041666666666668,5,2,192,?a
?a gender ?c   ?d gender ?c   ?b spouse ?d,?a child ?b,1508,0.0709549071618037,0.0010210605670226065,107,3,104793,?a
?c father ?a   ?d successor ?c   ?d gender ?b,?a gender ?b,892,0.0930493273542601,0.8736842105263158,83,3,95,?a
?c successor ?a   ?c predecessor ?d   ?d spouse ?b,?a mother ?b,408,0.0196078431372549,0.07547169811320754,8,3,106,?a
?a predecessor ?c   ?b parent ?c,?a parent ?b,946,0.003171247357293869,0.015957446808510637,3,2,188,?a
?c name ?a   ?d name ?c   ?d gender ?b,?a gender ?b,892,0.08744394618834081,1.0,78,3,78,?a
?c parent ?a   ?d successor ?c   ?b successor ?d,?a spouse ?b,865,0.017341040462427744,0.06637168141592921,15,3,226,?a
?c spouse ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b,1928,0.30757261410788383,0.0003770739064856712,593,3,1572636,?a
?c father ?a   ?d predecessor ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.035269709543568464,0.6355140186915887,68,3,107,?a
?c predecessor ?a   ?c predecessor ?d   ?d child ?b,?a child ?b,1508,0.4423076923076923,0.8764783180026281,667,3,761,?a
?a hasSpouse ?c   ?b hasSpouse ?c,?a predecessor ?b,358,0.2877094972067039,0.00046218393125574923,103,2,222855,?a
?c mother ?a   ?d father ?c   ?d gender ?b,?a gender ?b,892,0.04596412556053812,0.2949640287769784,41,3,139,?a
?c mother ?a   ?d predecessor ?c   ?d father ?b,?a spouse ?b,865,0.0023121387283236996,0.031746031746031744,2,3,63,?a
?c parent ?a   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.06431535269709543,0.6262626262626263,124,3,198,?a
?a mother ?c   ?c child ?d   ?b child ?d,?a predecessor ?b,358,0.09497206703910614,0.3238095238095238,34,3,105,?a
?c parent ?a   ?d successor ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.10822021116138764,1.0,287,3,287,?a
?c parent ?a   ?c predecessor ?b,?a father ?b,561,0.0053475935828877,0.013574660633484163,3,2,221,?a
?a parent ?c   ?c father ?d   ?d gender ?b,?a gender ?b,892,0.1984304932735426,0.6321428571428571,177,3,280,?a
?c father ?a   ?c parent ?d   ?b mother ?d,?a successor ?b,354,0.16666666666666666,0.4609375,59,3,128,?a
?c mother ?a   ?d father ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.06334841628959276,1.0,168,3,168,?a
?a mother ?c   ?d mother ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.15819502074688796,0.9744408945686901,305,3,313,?a
?c spouse ?a   ?c child ?d   ?b predecessor ?d,?a child ?b,1508,0.007957559681697613,0.09917355371900827,12,3,121,?a
?a marriedTo ?c   ?c child ?b,?a child ?b,1508,0.017241379310344827,0.6341463414634146,26,2,41,?a
?c name ?a   ?d name ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03734439834024896,1.0,72,3,72,?a
?a father ?c   ?c father ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.1282051282051282,1.0,340,3,340,?a
?a hasSpouse ?c   ?d hasSpouse ?c   ?d spouse ?b,?a mother ?b,408,0.38235294117647056,0.0009149023517682248,156,3,170510,?a
?a successor ?c   ?c predecessor ?d   ?d father ?b,?a successor ?b,354,0.002824858757062147,0.0053475935828877,1,3,187,?a
?c spouse ?a   ?b parent ?c,?a successor ?b,354,0.192090395480226,0.43312101910828027,68,2,157,?a
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.15384615384615385,1.0,408,2,408,?a
?a hasSpouse ?c   ?d hasSpouse ?c   ?b mother ?d,?a child ?b,1508,0.14522546419098142,0.002421923383172609,219,3,90424,?a
?c successor ?a   ?c child ?d   ?b predecessor ?d,?a predecessor ?b,358,0.008379888268156424,0.019230769230769232,3,3,156,?a
?a predecessor ?c   ?d child ?c   ?b spouse ?d,?a mother ?b,408,0.0196078431372549,0.06722689075630252,8,3,119,?a
?a spouse ?c   ?c mother ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.13310708898944193,1.0,353,3,353,?a
?a parent ?c   ?d predecessor ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.061721991701244816,0.6878612716763006,119,3,173,?a
?b spouse ?a,?a child ?b,1508,0.001989389920424403,0.007792207792207792,3,1,385,?a
?c predecessor ?a   ?d child ?c   ?b parent ?d,?a child ?b,1508,0.09946949602122016,0.7614213197969543,150,3,197,?a
?a mother ?c   ?d parent ?c   ?d parent ?b,?a father ?b,561,0.40819964349376114,0.4481409001956947,229,3,511,?a
?a child ?c   ?c successor ?d   ?d parent ?b,?a spouse ?b,865,0.009248554913294798,0.0427807486631016,8,3,187,?a
?c child ?a   ?c successor ?b,?a father ?b,561,0.0106951871657754,0.030927835051546393,6,2,194,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b child ?d,?a father ?b,561,0.42780748663101603,0.00100189106939348,240,3,239547,?a
?c child ?a   ?c child ?b,?a successor ?b,354,0.0480225988700565,0.025954198473282442,17,2,655,?a
?a father ?c   ?d predecessor ?c   ?d parent ?b,?a mother ?b,408,0.20098039215686275,0.41,82,3,200,?a
?c predecessor ?a   ?b successor ?c,?a predecessor ?b,358,0.0446927374301676,0.07272727272727272,16,2,220,?a
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b,358,0.6061452513966481,0.00044713135359229864,217,3,485316,?a
?c successor ?a   ?d successor ?c   ?d gender ?b,?a gender ?b,892,0.06950672645739911,0.8493150684931506,62,3,73,?a
?a parent ?c   ?d parent ?c   ?d predecessor ?b,?a father ?b,561,0.23172905525846701,0.4727272727272727,130,3,275,?a
?c predecessor ?a   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.0508298755186722,0.6125,98,3,160,?a
?c child ?a   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.09906639004149377,0.29750778816199375,191,3,642,?a
?c spouse ?a   ?c spouse ?d   ?d parent ?b,?a spouse ?b,865,0.0023121387283236996,0.002886002886002886,2,3,693,?a
?c marriedTo ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.005656108597285068,1.0,15,2,15,?a
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b,585,0.5521367521367522,0.0003770739064856712,323,3,856596,?a
?c child ?a   ?d child ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.3208898944193062,1.0,851,3,851,?a
?a spouse ?c   ?c parent ?d   ?d gender ?b,?a gender ?b,892,0.2769058295964126,0.5323275862068966,247,3,464,?a
?c successor ?a   ?b father ?c,?a predecessor ?b,358,0.00558659217877095,0.009302325581395349,2,2,215,?a
?a mother ?c   ?d parent ?c   ?b successor ?d,?a father ?b,561,0.14260249554367202,0.45454545454545453,80,3,176,?a
?a spouse ?c   ?c spouse ?d   ?d name ?b,?a name ?b,585,0.5264957264957265,0.9005847953216374,308,3,342,?a
?a mother ?c   ?c child ?b,?a successor ?b,354,0.011299435028248588,0.015384615384615385,4,2,260,?a
?c parent ?a   ?d child ?c   ?d child ?b,?a child ?b,1508,0.7188328912466844,0.865814696485623,1084,3,1252,?a
?c successor ?a   ?c marriedTo ?b,?a father ?b,561,0.0035650623885918,0.5,2,2,4,?a
?a successor ?c   ?c predecessor ?b,?a father ?b,561,0.0071301247771836,0.021505376344086023,4,2,186,?a
?c predecessor ?a   ?c mother ?b,?a mother ?b,408,0.007352941176470588,0.0379746835443038,3,2,79,?a
?c successor ?a   ?b parent ?c,?a predecessor ?b,358,0.00558659217877095,0.00819672131147541,2,2,244,?a
?c spouse ?a   ?c hasSpouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.222473604826546,1.0,590,3,590,?a
?c father ?a   ?b child ?c,?a marriedTo ?b,15,0.13333333333333333,0.4,2,2,5,?a
?a spouse ?c   ?b mother ?c,?a successor ?b,354,0.17231638418079095,0.4420289855072464,61,2,138,?a
?a parent ?c   ?c gender ?b,?a gender ?b,892,0.3251121076233184,0.5,290,2,580,?a
?c successor ?a   ?b mother ?c,?a father ?b,561,0.0017825311942959,0.05,1,2,20,?a
?a predecessor ?c   ?c name ?b,?a name ?b,585,0.0017094017094017094,0.008130081300813009,1,2,123,?a
?c parent ?a   ?c parent ?d   ?b successor ?d,?a predecessor ?b,358,0.4134078212290503,0.7872340425531915,148,3,188,?a
?a child ?c   ?d predecessor ?c   ?d parent ?b,?a spouse ?b,865,0.011560693641618497,0.050761421319796954,10,3,197,?a
?c father ?a   ?c mother ?d   ?d successor ?b,?a successor ?b,354,0.022598870056497175,0.42105263157894735,8,3,19,?a
?a gender ?c   ?d gender ?c   ?d spouse ?b,?a parent ?b,946,0.18076109936575052,0.0011554366334225249,171,3,147996,?a
?a parent ?c   ?c mother ?d   ?d gender ?b,?a gender ?b,892,0.10089686098654709,0.40358744394618834,90,3,223,?a
?a predecessor ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03734439834024896,0.6206896551724138,72,3,116,?a
?a spouse ?c   ?c child ?d   ?d father ?b,?a spouse ?b,865,0.1791907514450867,0.60546875,155,3,256,?a
?a spouse ?c   ?b spouse ?c,?a spouse ?b,865,0.013872832369942197,0.011753183153770812,12,2,1021,?a
?a hasSpouse ?c   ?d hasSpouse ?c   ?d successor ?b,?a child ?b,1508,0.10676392572944297,0.0029854620976116305,161,3,53928,?a
?a successor ?c   ?c spouse ?b,?a predecessor ?b,358,0.002793296089385475,0.006896551724137931,1,2,145,?a
?c marriedTo ?a   ?b father ?c,?a successor ?b,354,0.005649717514124294,1.0,2,2,2,?a
?a successor ?c   ?c mother ?b,?a predecessor ?b,358,0.0111731843575419,0.039603960396039604,4,2,101,?a
?a spouse ?c   ?c child ?d   ?d gender ?b,?a gender ?b,892,0.08295964125560538,0.3425925925925926,74,3,216,?a
?a hasSpouse ?c   ?d hasSpouse ?c   ?d predecessor ?b,?a child ?b,1508,0.0649867374005305,0.0017369111339548403,98,3,56422,?a
?c name ?a   ?b name ?c,?a predecessor ?b,358,0.0,0.0,0,2,9,?a
?a successor ?c   ?c successor ?d   ?d gender ?b,?a gender ?b,892,0.06838565022421525,0.8591549295774648,61,3,71,?a
?c parent ?a   ?c parent ?b,?a predecessor ?b,358,0.01675977653631285,0.02120141342756184,6,2,283,?a
?a parent ?c   ?c name ?d   ?d mother ?b,?a spouse ?b,865,0.0011560693641618498,0.03333333333333333,1,3,30,?a
?c parent ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.7575757575757576,0.0003770739064856712,425,3,1127100,?a
?c father ?a   ?d child ?c   ?b mother ?d,?a child ?b,1508,0.04973474801061008,0.8152173913043478,75,3,92,?a
?a name ?c   ?c spouse ?d   ?d father ?b,?a name ?b,585,0.0,0.0,0,3,41,?a
?c mother ?a   ?b name ?c,?a name ?b,585,0.0,0.0,0,2,29,?a
?c child ?a   ?d spouse ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.34464555052790347,1.0,914,3,914,?a
?c father ?a   ?b name ?c,?a name ?b,585,0.0,0.0,0,2,27,?a
?c father ?a   ?d successor ?c   ?b spouse ?d,?a mother ?b,408,0.004901960784313725,0.02,2,3,100,?a
?c successor ?a   ?b spouse ?c,?a father ?b,561,0.016042780748663103,0.05921052631578947,9,2,152,?a
?c parent ?a   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.09024896265560166,0.7341772151898734,174,3,237,?a
?a child ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a spouse ?b,865,0.24393063583815028,0.000449842555105713,211,3,469053,?a
?a child ?c   ?b successor ?c,?a parent ?b,946,0.005285412262156448,0.01718213058419244,5,2,291,?a
?a parent ?c   ?d father ?c   ?d parent ?b,?a mother ?b,408,0.5490196078431373,0.4375,224,3,512,?a
?c successor ?a   ?d successor ?c   ?b spouse ?d,?a mother ?b,408,0.022058823529411766,0.08035714285714286,9,3,112,?a
?a child ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.12136929460580913,1.0,234,3,234,?a
?c child ?a   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.1078838174273859,0.2803234501347709,208,3,742,?a
?a parent ?c   ?c name ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.16968325791855204,1.0,450,3,450,?a
?c child ?a   ?c child ?b,?a predecessor ?b,358,0.05027932960893855,0.02252816020025031,18,2,799,?a
?a father ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.08973029045643154,0.540625,173,3,320,?a
?a successor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.11726998491704374,1.0,311,2,311,?a
?a spouse ?c   ?d spouse ?c   ?d child ?b,?a child ?b,1508,0.726790450928382,0.9359521776259607,1096,3,1171,?a
?a child ?c   ?d successor ?c   ?b predecessor ?d,?a child ?b,1508,0.13262599469496023,0.7326007326007326,200,3,273,?a
?c spouse ?a   ?d mother ?c   ?b successor ?d,?a parent ?b,946,0.004228329809725159,0.034482758620689655,4,3,116,?a
?c spouse ?a   ?c child ?d   ?b successor ?d,?a child ?b,1508,0.006631299734748011,0.06666666666666667,10,3,150,?a
?a predecessor ?b,?a father ?b,561,0.1889483065953654,0.5120772946859904,106,1,207,?a
?c predecessor ?a   ?c mother ?d   ?b spouse ?d,?a parent ?b,946,0.003171247357293869,0.030612244897959183,3,3,98,?a
?c parent ?a   ?d successor ?c   ?b father ?d,?a child ?b,1508,0.07758620689655173,0.7452229299363057,117,3,157,?a
?a name ?c   ?c predecessor ?b,?a child ?b,1508,0.000663129973474801,0.07692307692307693,1,2,13,?a
?a predecessor ?c   ?d parent ?c   ?d mother ?b,?a parent ?b,946,0.07610993657505286,0.6486486486486487,72,3,111,?a
?c father ?a   ?b name ?c,?a predecessor ?b,358,0.002793296089385475,0.045454545454545456,1,2,22,?a
?a hasSpouse ?c   ?d hasSpouse ?c   ?d successor ?b,?a parent ?b,946,0.09302325581395349,0.0011615781623305482,88,3,75759,?a
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b,585,0.6786324786324787,0.0003799450276010443,397,3,1044888,?a
?c spouse ?a   ?d father ?c   ?d predecessor ?b,?a father ?b,561,0.0035650623885918,0.02666666666666667,2,3,75,?a
?c father ?a   ?c successor ?b,?a child ?b,1508,0.0033156498673740055,0.04065040650406504,5,2,123,?a
?a father ?c   ?c successor ?d   ?d gender ?b,?a gender ?b,892,0.10762331838565023,0.8421052631578947,96,3,114,?a
?a mother ?c   ?c marriedTo ?b,?a predecessor ?b,358,0.00558659217877095,0.6666666666666666,2,2,3,?a
?a parent ?c   ?c marriedTo ?b,?a father ?b,561,0.0071301247771836,0.5,4,2,8,?a
?c parent ?a   ?d father ?c   ?d gender ?b,?a gender ?b,892,0.19506726457399104,0.5403726708074534,174,3,322,?a
?b mother ?a,?a child ?b,1508,0.10543766578249338,0.828125,159,1,192,?a
?c child ?a   ?c parent ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.4215686274509804,1.0,1118,3,1118,?a
?a father ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.09647302904564316,0.9117647058823529,186,3,204,?a
?c predecessor ?a   ?c parent ?d   ?d child ?b,?a predecessor ?b,358,0.0223463687150838,0.021052631578947368,8,3,380,?a
?a mother ?c   ?d spouse ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.08091286307053942,0.9454545454545454,156,3,165,?a
?a successor ?c   ?d child ?c   ?d child ?b,?a successor ?b,354,0.7033898305084746,0.25,249,3,996,?a
?c predecessor ?a   ?c predecessor ?b,?a spouse ?b,865,0.012716763005780347,0.04680851063829787,11,2,235,?a
?a parent ?c   ?b successor ?c,?a father ?b,561,0.0053475935828877,0.014423076923076924,3,2,208,?a
?c father ?a   ?c marriedTo ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.0030165912518853697,1.0,8,3,8,?a
?c predecessor ?a   ?d child ?c   ?b parent ?d,?a spouse ?b,865,0.005780346820809248,0.030303030303030304,5,3,165,?a
?c name ?a   ?b predecessor ?c,?a predecessor ?b,358,0.0111731843575419,0.3333333333333333,4,2,12,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b name ?d,?a parent ?b,946,0.554968287526427,0.0014624770182182852,525,3,358980,?a
?a child ?c   ?b spouse ?c,?a successor ?b,354,0.002824858757062147,0.0045045045045045045,1,2,222,?a
?a father ?c   ?b predecessor ?c,?a mother ?b,408,0.00980392156862745,0.020618556701030927,4,2,194,?a
