Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,?b
?c spouse ?a   ?d father ?c   ?b predecessor ?d,?a child ?b,1508,0.001989389920424403,0.0379746835443038,3,3,79,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b child ?d,?a predecessor ?b,358,0.6061452513966481,0.001671699741156169,217,3,129808,?a
?c successor ?a   ?c spouse ?b,?a mother ?b,408,0.14950980392156862,0.43884892086330934,61,2,139,?a
?c name ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.2002262443438914,1.0,531,2,531,?a
?c mother ?a   ?d mother ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.047888386123680245,1.0,127,3,127,?a
?c parent ?a   ?b child ?c,?a marriedTo ?b,15,0.4,0.42857142857142855,6,2,14,?a
?a successor ?c   ?c gender ?b,?a gender ?b,892,0.09753363228699552,0.8207547169811321,87,2,106,?a
?a child ?c   ?c predecessor ?d   ?b parent ?d,?a spouse ?b,865,0.004624277456647399,0.024096385542168676,4,3,166,?a
?c child ?a   ?c spouse ?b,?a mother ?b,408,0.27450980392156865,0.37333333333333335,112,2,300,?a
?a successor ?c   ?b spouse ?c,?a successor ?b,354,0.00847457627118644,0.010676156583629894,3,2,281,?a
?c spouse ?a   ?c spouse ?b,?a spouse ?b,865,0.013872832369942197,0.015037593984962405,12,2,798,?a
?a successor ?c   ?c parent ?b,?a predecessor ?b,358,0.05027932960893855,0.08411214953271028,18,2,214,?a
?c successor ?a   ?c father ?d   ?d gender ?b,?a gender ?b,892,0.07399103139013453,0.9041095890410958,66,3,73,?a
?a predecessor ?c   ?d predecessor ?c   ?b child ?d,?a mother ?b,408,0.11764705882352941,0.3,48,3,160,?a
?a spouse ?c   ?d predecessor ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04564315352697095,0.5906040268456376,88,3,149,?a
?c mother ?a   ?b child ?c,?a predecessor ?b,358,0.00558659217877095,0.1,2,2,20,?a
?a successor ?c   ?c father ?b,?a predecessor ?b,358,0.03910614525139665,0.12844036697247707,14,2,109,?a
?c predecessor ?a   ?d predecessor ?c   ?d parent ?b,?a parent ?b,946,0.012684989429175475,0.06315789473684211,12,3,190,?a
?a successor ?c   ?c child ?d   ?d gender ?b,?a gender ?b,892,0.05493273542600897,0.5444444444444444,49,3,90,?a
?a hasSpouse ?c   ?b hasSpouse ?c,?a father ?b,561,0.42245989304812837,0.0007054495231518413,237,2,335956,?a
?c successor ?a   ?d parent ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.05186721991701245,0.6802721088435374,100,3,147,?a
?c parent ?a   ?d spouse ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.15508298755186722,0.8494318181818182,299,3,352,?a
?a successor ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03993775933609958,0.7,77,3,110,?a
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a spouse ?b,865,0.5965317919075145,0.00044626177923533564,516,3,1156272,?a
?c child ?a   ?c predecessor ?b,?a parent ?b,946,0.011627906976744186,0.05392156862745098,11,2,204,?a
?c father ?a   ?c parent ?d   ?b parent ?d,?a successor ?b,354,0.2796610169491525,0.47368421052631576,99,3,209,?a
?c successor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.5903954802259888,0.00045554015292199586,209,3,458796,?a
?c father ?a   ?d child ?c   ?d child ?b,?a successor ?b,354,0.3022598870056497,0.19814814814814816,107,3,540,?a
?c father ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b,1508,0.4290450928381963,0.00141841172962924,647,3,456144,?a
?c spouse ?a   ?c father ?d   ?d gender ?b,?a gender ?b,892,0.1412556053811659,0.4581818181818182,126,3,275,?a
?c parent ?a   ?d father ?c   ?d name ?b,?a name ?b,585,0.005128205128205128,0.011278195488721804,3,3,266,?a
?a predecessor ?c   ?b marriedTo ?c,?a mother ?b,408,0.004901960784313725,1.0,2,2,2,?a
?a successor ?c   ?c successor ?d   ?d parent ?b,?a spouse ?b,865,0.012716763005780347,0.06748466257668712,11,3,163,?a
?c spouse ?a   ?c child ?b,?a successor ?b,354,0.11864406779661017,0.14285714285714285,42,2,294,?a
?c mother ?a   ?d parent ?c   ?b name ?d,?a name ?b,585,0.0,0.0,0,3,19,?a
?a hasSpouse ?c   ?d hasSpouse ?c   ?b marriedTo ?d,?a father ?b,561,0.0053475935828877,0.0007554772097708386,3,3,3971,?a
?c predecessor ?a   ?d successor ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.09653092006033183,1.0,256,3,256,?a
?c mother ?a   ?c father ?d   ?b parent ?d,?a child ?b,1508,0.07029177718832891,0.75177304964539,106,3,141,?a
?a spouse ?c   ?c child ?b,?a successor ?b,354,0.13559322033898305,0.147239263803681,48,2,326,?a
?c child ?a   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.12344398340248963,0.448210922787194,238,3,531,?a
?c mother ?a   ?c successor ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.05203619909502263,1.0,138,3,138,?a
?c predecessor ?a   ?d child ?c   ?b mother ?d,?a child ?b,1508,0.04310344827586207,0.7065217391304348,65,3,92,?a
?a parent ?c   ?d mother ?c   ?d predecessor ?b,?a parent ?b,946,0.08668076109936575,0.41,82,3,200,?a
?c marriedTo ?a   ?b mother ?c,?a successor ?b,354,0.005649717514124294,0.6666666666666666,2,2,3,?a
?a predecessor ?c   ?b successor ?c,?a father ?b,561,0.0213903743315508,0.0784313725490196,12,2,153,?a
?a mother ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a spouse ?b,865,0.23930635838150288,0.00117940653630521,207,3,175512,?a
?c mother ?a   ?c father ?d   ?b father ?d,?a child ?b,1508,0.09151193633952255,0.7752808988764045,138,3,178,?a
?c mother ?a   ?c predecessor ?d   ?d child ?b,?a child ?b,1508,0.06896551724137931,0.5683060109289617,104,3,183,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?d spouse ?b,?a father ?b,561,0.6096256684491979,0.0008053179239751623,342,3,424677,?a
?c spouse ?a   ?d child ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.13650075414781296,1.0,362,3,362,?a
?a child ?c   ?c successor ?d   ?d mother ?b,?a spouse ?b,865,0.008092485549132947,0.07608695652173914,7,3,92,?a
?a father ?c   ?c child ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.09049773755656108,1.0,240,3,240,?a
?a father ?c   ?d predecessor ?c   ?d mother ?b,?a mother ?b,408,0.23529411764705882,0.8571428571428571,96,3,112,?a
?a child ?c   ?c predecessor ?d   ?b parent ?d,?a child ?b,1508,0.11870026525198939,0.7366255144032922,179,3,243,?a
?c predecessor ?a   ?c father ?d   ?d gender ?b,?a gender ?b,892,0.10538116591928251,0.8952380952380953,94,3,105,?a
?c predecessor ?a   ?d child ?c   ?d child ?b,?a predecessor ?b,358,0.030726256983240222,0.017828200972447326,11,3,617,?a
?c successor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a mother ?b,408,0.3284313725490196,0.0003770739064856712,134,3,355368,?a
?a spouse ?c   ?d spouse ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.30446058091286304,1.0,587,3,587,?a
?a parent ?c   ?c parent ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.1738310708898944,1.0,461,3,461,?a
?a child ?c   ?c name ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.10105580693815988,1.0,268,3,268,?a
?c child ?a   ?d successor ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.13537344398340248,0.4860335195530726,261,3,537,?a
?a gender ?c   ?d gender ?c   ?d parent ?b,?a child ?b,1508,0.09814323607427056,0.0012946342658199058,148,3,114318,?a
?c child ?a   ?c child ?d   ?d predecessor ?b,?a predecessor ?b,358,0.659217877094972,0.7946127946127947,236,3,297,?a
?a mother ?c   ?c hasSpouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.11500754147812971,1.0,305,3,305,?a
?a spouse ?c   ?d father ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.1255656108597285,1.0,333,3,333,?a
?c parent ?a   ?c hasSpouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.2383107088989442,1.0,632,3,632,?a
?c father ?a   ?b parent ?c,?a successor ?b,354,0.002824858757062147,0.005128205128205128,1,2,195,?a
?c father ?a   ?b father ?c,?a successor ?b,354,0.005649717514124294,0.013986013986013986,2,2,143,?a
?c name ?a   ?c child ?b,?a predecessor ?b,358,0.002793296089385475,0.03225806451612903,1,2,31,?a
?c father ?a   ?d predecessor ?c   ?d gender ?b,?a gender ?b,892,0.07511210762331838,0.9305555555555556,67,3,72,?a
?c predecessor ?a   ?c parent ?b,?a mother ?b,408,0.012254901960784314,0.029411764705882353,5,2,170,?a
?c predecessor ?a   ?d spouse ?c   ?d parent ?b,?a successor ?b,354,0.005649717514124294,0.012738853503184714,2,3,157,?a
?a predecessor ?c   ?c name ?b,?a successor ?b,354,0.00847457627118644,0.025,3,2,120,?a
?a gender ?c   ?d gender ?c   ?d parent ?b,?a spouse ?b,865,0.19421965317919074,0.0008814178235275601,168,3,190602,?a
?c predecessor ?a   ?b name ?c,?a predecessor ?b,358,0.0111731843575419,0.4,4,2,10,?a
?c spouse ?a   ?c marriedTo ?b,?a spouse ?b,865,0.0011560693641618498,0.5,1,2,2,?a
?a predecessor ?c   ?b spouse ?c,?a mother ?b,408,0.14950980392156862,0.4420289855072464,61,2,138,?a
?c parent ?a   ?d successor ?c   ?d predecessor ?b,?a spouse ?b,865,0.018497109826589597,0.07511737089201878,16,3,213,?a
?c successor ?a   ?c spouse ?d   ?b mother ?d,?a successor ?b,354,0.01977401129943503,0.07,7,3,100,?a
?c father ?a   ?c mother ?d   ?b parent ?d,?a child ?b,1508,0.08488063660477453,0.8311688311688312,128,3,154,?a
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b,585,0.3230769230769231,0.000379079618754212,189,3,498576,?a
?c spouse ?a   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.0487551867219917,0.6394557823129252,94,3,147,?a
?a mother ?c   ?b name ?c,?a name ?b,585,0.0,0.0,0,2,53,?a
?a predecessor ?c   ?d successor ?c   ?b spouse ?d,?a parent ?b,946,0.013742071881606765,0.08552631578947369,13,3,152,?a
?c successor ?a   ?d father ?c   ?d parent ?b,?a parent ?b,946,0.16701902748414377,0.8144329896907216,158,3,194,?a
?a predecessor ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.07676348547717843,0.5692307692307692,148,3,260,?a
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.596045197740113,0.00041875049614987695,211,3,503880,?a
?c father ?a   ?c child ?d   ?d gender ?b,?a gender ?b,892,0.12219730941704036,0.5505050505050505,109,3,198,?a
?a successor ?c   ?d mother ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.010180995475113122,1.0,27,3,27,?a
?a parent ?c   ?d successor ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.07277526395173455,1.0,193,3,193,?a
?c name ?a   ?d name ?c   ?d spouse ?b,?a child ?b,1508,0.001326259946949602,0.04,2,3,50,?a
?c successor ?a   ?d mother ?c   ?d parent ?b,?a parent ?b,946,0.017970401691331923,0.6071428571428571,17,3,28,?a
?c child ?a   ?d spouse ?c   ?d gender ?b,?a gender ?b,892,0.09080717488789238,0.3568281938325991,81,3,227,?a
?c spouse ?a   ?c predecessor ?d   ?d gender ?b,?a gender ?b,892,0.02242152466367713,0.19230769230769232,20,3,104,?a
?c child ?a   ?c child ?d   ?b child ?d,?a parent ?b,946,0.3964059196617336,0.7684426229508197,375,3,488,?a
?a parent ?c   ?b name ?c,?a name ?b,585,0.0,0.0,0,2,66,?a
?c mother ?a   ?c predecessor ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.0524132730015083,1.0,139,3,139,?a
?a predecessor ?c   ?d predecessor ?c   ?d child ?b,?a child ?b,1508,0.4250663129973475,0.8965034965034965,641,3,715,?a
?a successor ?c   ?b successor ?c,?a parent ?b,946,0.0021141649048625794,0.006756756756756757,2,2,296,?a
?a father ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.0975103734439834,0.7704918032786885,188,3,244,?a
?c father ?a   ?d child ?c   ?b parent ?d,?a child ?b,1508,0.1246684350132626,0.8744186046511628,188,3,215,?a
?c father ?a   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.08558091286307054,0.7894736842105263,165,3,209,?a
?c child ?a   ?d parent ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.14522821576763487,0.3594351732991014,280,3,779,?a
?c predecessor ?a   ?d father ?c   ?d mother ?b,?a successor ?b,354,0.00847457627118644,0.02727272727272727,3,3,110,?a
?a predecessor ?c   ?b predecessor ?c,?a spouse ?b,865,0.0011560693641618498,0.0045871559633027525,1,2,218,?a
?a parent ?c   ?d parent ?c   ?d gender ?b,?a gender ?b,892,0.5358744394618834,0.8968105065666041,478,3,533,?a
?c child ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.547568710359408,0.0005936908314880781,518,3,872508,?a
?a father ?c   ?c successor ?d   ?b child ?d,?a parent ?b,946,0.15750528541226216,0.7095238095238096,149,3,210,?a
?c spouse ?a   ?c mother ?d   ?d gender ?b,?a gender ?b,892,0.15022421524663676,0.5982142857142857,134,3,224,?a
?a successor ?c   ?d spouse ?c   ?b name ?d,?a name ?b,585,0.0,0.0,0,3,26,?a
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.23378582202111614,1.0,620,2,620,?a
?a gender ?c   ?d gender ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.33402489626556015,0.5,644,3,1288,?a
?a child ?c   ?d predecessor ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04616182572614108,0.6496350364963503,89,3,137,?a
?a parent ?c   ?d father ?c   ?d mother ?b,?a mother ?b,408,0.6691176470588235,0.9612676056338029,273,3,284,?a
?a spouse ?c   ?d marriedTo ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.0015082956259426848,1.0,4,3,4,?a
?c spouse ?a   ?b successor ?c,?a successor ?b,354,0.005649717514124294,0.0392156862745098,2,2,51,?a
?a mother ?c   ?b marriedTo ?c,?a parent ?b,946,0.003171247357293869,0.42857142857142855,3,2,7,?a
?c spouse ?a   ?d mother ?c   ?d predecessor ?b,?a child ?b,1508,0.005305039787798408,0.08602150537634409,8,3,93,?a
?a predecessor ?c   ?b parent ?c,?a successor ?b,354,0.0480225988700565,0.10119047619047619,17,2,168,?a
?c father ?a   ?c predecessor ?b,?a mother ?b,408,0.0024509803921568627,0.008333333333333333,1,2,120,?a
?c father ?a   ?d name ?c   ?d name ?b,?a spouse ?b,865,0.0,0.0,0,3,40,?a
?a name ?c   ?c father ?b,?a successor ?b,354,0.002824858757062147,0.1,1,2,10,?a
?c marriedTo ?a   ?c successor ?b,?a child ?b,1508,0.001989389920424403,0.5,3,2,6,?a
?a parent ?c   ?d predecessor ?c   ?d mother ?b,?a parent ?b,946,0.08562367864693446,0.6136363636363636,81,3,132,?a
?a parent ?c   ?b father ?c,?a predecessor ?b,358,0.013966480446927373,0.02631578947368421,5,2,190,?a
?a parent ?c   ?c child ?d   ?d father ?b,?a parent ?b,946,0.2251585623678647,0.8223938223938224,213,3,259,?a
?c parent ?a   ?b successor ?c,?a mother ?b,408,0.0024509803921568627,0.00546448087431694,1,2,183,?a
?a predecessor ?c   ?b father ?c,?a successor ?b,354,0.03954802259887006,0.08974358974358974,14,2,156,?a
?c successor ?a   ?c parent ?b,?a father ?b,561,0.0053475935828877,0.015306122448979591,3,2,196,?a
?a parent ?c   ?b parent ?c,?a predecessor ?b,358,0.01675977653631285,0.020618556701030927,6,2,291,?a
?c mother ?a   ?c predecessor ?b,?a marriedTo ?b,15,0.13333333333333333,0.4,2,2,5,?a
?a child ?c   ?c successor ?b,?a child ?b,1508,0.014588859416445624,0.08627450980392157,22,2,255,?a
?a predecessor ?c   ?b mother ?c,?a parent ?b,946,0.0010570824524312897,0.043478260869565216,1,2,23,?a
?c father ?a   ?c child ?b,?a successor ?b,354,0.005649717514124294,0.0033444816053511705,2,2,598,?a
?a child ?c   ?c hasSpouse ?b,?a hasSpouse ?b,1928,0.11410788381742738,0.45643153526970953,220,2,482,?a
?a child ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.10010373443983403,0.9554455445544554,193,3,202,?a
?c father ?a   ?d predecessor ?c   ?b successor ?d,?a parent ?b,946,0.003171247357293869,0.018404907975460124,3,3,163,?a
?c parent ?a   ?c father ?b,?a marriedTo ?b,15,0.26666666666666666,0.5,4,2,8,?a
?c predecessor ?a   ?d father ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03319502074688797,0.5871559633027523,64,3,109,?a
?c parent ?a   ?d father ?c   ?d mother ?b,?a spouse ?b,865,0.003468208092485549,0.0136986301369863,3,3,219,?a
?c mother ?a   ?d father ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04771784232365145,0.8288288288288288,92,3,111,?a
?a child ?c   ?c mother ?b,?a spouse ?b,865,0.11213872832369942,0.48258706467661694,97,2,201,?a
?a mother ?c   ?d parent ?c   ?d predecessor ?b,?a parent ?b,946,0.09302325581395349,0.42105263157894735,88,3,209,?a
?a parent ?c   ?d predecessor ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.08333333333333333,1.0,221,3,221,?a
?c spouse ?a   ?d mother ?c   ?d successor ?b,?a child ?b,1508,0.002652519893899204,0.05,4,3,80,?a
?c spouse ?a   ?d name ?c   ?d name ?b,?a child ?b,1508,0.000663129973474801,0.02631578947368421,1,3,38,?a
?c name ?a   ?b predecessor ?c,?a father ?b,561,0.0017825311942959,0.07692307692307693,1,2,13,?a
?c father ?a   ?d spouse ?c   ?d gender ?b,?a gender ?b,892,0.12780269058295965,0.44881889763779526,114,3,254,?a
?a spouse ?c   ?c hasSpouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.23453996983408748,1.0,622,3,622,?a
?c predecessor ?a   ?c child ?d   ?d gender ?b,?a gender ?b,892,0.053811659192825115,0.5581395348837209,48,3,86,?a
?c successor ?a   ?c child ?b,?a spouse ?b,865,0.0011560693641618498,0.002631578947368421,1,2,380,?a
?c parent ?a   ?c mother ?d   ?d child ?b,?a successor ?b,354,0.14124293785310735,0.15673981191222572,50,3,319,?a
?c successor ?a   ?b child ?c,?a father ?b,561,0.016042780748663103,0.06521739130434782,9,2,138,?a
?a spouse ?c   ?c successor ?d   ?b predecessor ?d,?a child ?b,1508,0.005968169761273209,0.09473684210526316,9,3,95,?a
?c predecessor ?a   ?b parent ?c,?a name ?b,585,0.0017094017094017094,0.007042253521126761,1,2,142,?a
?c father ?a   ?d successor ?c   ?d parent ?b,?a predecessor ?b,358,0.09776536312849161,0.29914529914529914,35,3,117,?a
?c parent ?a   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.1462655601659751,0.4555735056542811,282,3,619,?a
?c successor ?a   ?c child ?d   ?b child ?d,?a parent ?b,946,0.11627906976744186,0.5851063829787234,110,3,188,?a
?c spouse ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,1508,0.1419098143236074,0.0011602877947483423,214,3,184437,?a
?a parent ?c   ?c successor ?d   ?b successor ?d,?a parent ?b,946,0.24947145877378435,0.7239263803680982,236,3,326,?a
?c mother ?a   ?c child ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.09615384615384616,1.0,255,3,255,?a
?a predecessor ?b,?a spouse ?b,865,0.009248554913294798,0.03902439024390244,8,1,205,?a
?c child ?a   ?b parent ?c,?a spouse ?b,865,0.0011560693641618498,0.002288329519450801,1,2,437,?a
?a parent ?c   ?d predecessor ?c   ?b child ?d,?a mother ?b,408,0.13970588235294118,0.31843575418994413,57,3,179,?a
?c child ?a   ?d parent ?c   ?d child ?b,?a successor ?b,354,0.2231638418079096,0.12229102167182662,79,3,646,?a
?c parent ?a   ?c father ?d   ?b father ?d,?a child ?b,1508,0.1956233421750663,0.7994579945799458,295,3,369,?a
?c name ?a   ?c name ?d   ?d parent ?b,?a child ?b,1508,0.0,0.0,0,3,78,?a
?a gender ?c   ?d gender ?c   ?d name ?b,?a name ?b,585,0.7743589743589744,0.004581403345536924,453,3,98878,?a
?c father ?a   ?b successor ?c,?a parent ?b,946,0.004228329809725159,0.022857142857142857,4,2,175,?a
?c successor ?a   ?c successor ?b,?a child ?b,1508,0.000663129973474801,0.004629629629629629,1,2,216,?a
?a father ?c   ?c successor ?b,?a mother ?b,408,0.007352941176470588,0.016304347826086956,3,2,184,?a
?c spouse ?a   ?c father ?d   ?d successor ?b,?a child ?b,1508,0.001326259946949602,0.020202020202020204,2,3,99,?a
?a name ?c   ?d parent ?c   ?b spouse ?d,?a name ?b,585,0.0,0.0,0,3,91,?a
?c name ?a   ?c spouse ?d   ?b father ?d,?a name ?b,585,0.0,0.0,0,3,69,?a
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b,1928,0.22199170124481327,0.0003770739064856712,428,3,1135056,?a
?a child ?c   ?b father ?c,?a name ?b,585,0.0017094017094017094,0.004694835680751174,1,2,213,?a
?c successor ?a   ?d successor ?c   ?d successor ?b,?a predecessor ?b,358,0.44972067039106145,0.6909871244635193,161,3,233,?a
?c parent ?a   ?d name ?c   ?b name ?d,?a spouse ?b,865,0.0,0.0,0,3,72,?a
?c successor ?a   ?c parent ?b,?a parent ?b,946,0.007399577167019027,0.029914529914529916,7,2,234,?a
?c predecessor ?a   ?c predecessor ?b,?a predecessor ?b,358,0.036312849162011177,0.051587301587301584,13,2,252,?a
?a name ?c   ?b name ?c,?a parent ?b,946,0.0021141649048625794,0.003169572107765452,2,2,631,?a
?a child ?c   ?d parent ?c   ?d parent ?b,?a spouse ?b,865,0.003468208092485549,0.00646551724137931,3,3,464,?a
?c predecessor ?a   ?d child ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.06327800829875518,0.782051282051282,122,3,156,?a
?a parent ?c   ?c predecessor ?b,?a father ?b,561,0.0071301247771836,0.0213903743315508,4,2,187,?a
?a name ?c   ?c parent ?b,?a name ?b,585,0.0,0.0,0,2,120,?a
?c father ?a   ?c name ?d   ?b name ?d,?a father ?b,561,0.0071301247771836,0.01020408163265306,4,3,392,?a
?c father ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b,946,0.21987315010570824,0.0010754189222027474,208,3,193413,?a
?c predecessor ?a   ?c child ?b,?a successor ?b,354,0.005649717514124294,0.0030816640986132513,2,2,649,?a
?a parent ?c   ?b marriedTo ?c,?a predecessor ?b,358,0.00558659217877095,0.4,2,2,5,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b child ?d,?a spouse ?b,865,0.44508670520231214,0.0011724828924087063,385,3,328363,?a
?c mother ?a   ?b predecessor ?c,?a child ?b,1508,0.002652519893899204,0.047619047619047616,4,2,84,?a
?a name ?c   ?c father ?b,?a name ?b,585,0.0,0.0,0,2,76,?a
?c mother ?a   ?d child ?c   ?d successor ?b,?a child ?b,1508,0.03116710875331565,0.5402298850574713,47,3,87,?a
?a father ?c   ?c hasSpouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.15196078431372548,1.0,403,3,403,?a
?c parent ?a   ?c gender ?d   ?b gender ?d,?a parent ?b,946,0.2769556025369979,0.0014130311675844178,262,3,185417,?a
?a name ?c   ?c name ?b,?a marriedTo ?b,15,0.0,0.0,0,2,3,?a
?c successor ?a   ?b father ?c,?a successor ?b,354,0.03672316384180791,0.08387096774193549,13,2,155,?a
?a child ?c   ?c father ?d   ?d predecessor ?b,?a parent ?b,946,0.05179704016913319,0.2737430167597765,49,3,179,?a
?a child ?c   ?c successor ?d   ?d gender ?b,?a gender ?b,892,0.06278026905829596,0.5957446808510638,56,3,94,?a
?c name ?a   ?d spouse ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.13423831070889894,1.0,356,3,356,?a
?c successor ?a   ?b parent ?c,?a successor ?b,354,0.0423728813559322,0.08928571428571429,15,2,168,?a
?c marriedTo ?a   ?b name ?c,?a name ?b,585,0.0,0.0,0,2,2,?a
?c spouse ?a   ?c child ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.14291101055806937,1.0,379,3,379,?a
