Body,Head,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a predecessor ?b,?a successor ?b,354,0.02824858757062147,0.04484304932735426,10,1,223,?a
?a child ?b,?a successor ?b,354,0.3587570621468927,0.19689922480620156,127,1,645,?a
?b name ?a,?a name ?b,585,0.1641025641025641,1.0,96,1,96,?a
?b successor ?a,?a predecessor ?b,358,0.7486033519553073,0.8844884488448845,268,1,303,?a
?b child ?a,?a predecessor ?b,358,0.3547486033519553,0.5120967741935484,127,1,248,?a
?b spouse ?a,?a predecessor ?b,358,0.019553072625698324,0.03153153153153153,7,1,222,?a
?b predecessor ?a,?a predecessor ?b,358,0.0335195530726257,0.05357142857142857,12,1,224,?a
?a successor ?b,?a predecessor ?b,358,0.027932960893854747,0.046948356807511735,10,1,213,?a
?a father ?b,?a predecessor ?b,358,0.29608938547486036,0.6385542168674698,106,1,166,?a
?a parent ?b,?a predecessor ?b,358,0.32122905027932963,0.3605015673981191,115,1,319,?a
?a mother ?b,?a predecessor ?b,358,0.027932960893854747,0.07042253521126761,10,1,142,?a
?a spouse ?b,?a predecessor ?b,358,0.0223463687150838,0.0380952380952381,8,1,210,?a
?b child ?a,?a father ?b,561,0.35472370766488415,0.5574229691876751,199,1,357,?a
?b successor ?a,?a father ?b,561,0.18181818181818182,0.4927536231884058,102,1,207,?a
?a predecessor ?b,?a father ?b,561,0.1889483065953654,0.5120772946859904,106,1,207,?a
?a parent ?b,?a father ?b,561,0.768270944741533,0.5597402597402598,431,1,770,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,"?a gender ""female""",407,1.0,0.4562780269058296,407,1,892,?a
?a hasSpouse Yes,"?a gender ""female""",407,0.6732186732186732,0.5169811320754717,274,1,530,?a
?a hasSpouse No,"?a gender ""female""",407,0.051597051597051594,0.18421052631578946,21,1,114,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,"?a gender ""male""",485,1.0,0.5437219730941704,485,1,892,?a
?a hasSpouse No,"?a gender ""male""",485,0.19175257731958764,0.8157894736842105,93,1,114,?a
?a hasSpouse Yes,"?a gender ""male""",485,0.5278350515463918,0.4830188679245283,256,1,530,?a
?a hasSpouse No,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.4407993966817496,1.0,1169,1,1169,?a
?a hasSpouse Yes,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.2861990950226244,1.0,759,1,759,?a
"?a gender ""male""",?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.18288084464555052,1.0,485,1,485,?a
"?a gender ""female""",?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.15346907993966818,1.0,407,1,407,?a
"?a name ?c   ?c gender ""female""",?a hasSpouse Yes,759,0.061923583662714096,0.9791666666666666,47,2,48,?a
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a hasSpouse Yes,759,0.48089591567852435,0.852803738317757,365,2,428,?a
"?a mother ?c   ?c gender ""female""",?a hasSpouse Yes,759,0.3241106719367589,0.9461538461538461,246,2,260,?a
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a hasSpouse Yes,759,0.380764163372859,0.9475409836065574,289,2,305,?a
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a hasSpouse Yes,759,0.7733860342555995,1.0,587,2,587,?a
"?a spouse ?c   ?c gender ""male""",?a hasSpouse Yes,759,0.3386034255599473,1.0,257,2,257,?a
"?a spouse ?c   ?c gender ""female""",?a hasSpouse Yes,759,0.310935441370224,1.0,236,2,236,?a
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a hasSpouse Yes,759,0.4057971014492754,0.9535603715170279,308,2,323,?a
?a child ?c   ?c hasSpouse No,?a hasSpouse Yes,759,0.3359683794466403,0.9622641509433962,255,2,265,?a
"?a child ?c   ?c gender ""male""",?a hasSpouse Yes,759,0.17654808959156784,0.9241379310344827,134,2,145,?a
"?a child ?c   ?c gender ""female""",?a hasSpouse Yes,759,0.15942028985507245,0.9918032786885246,121,2,122,?a
"?a father ?c   ?c gender ""male""",?a hasSpouse Yes,759,0.3820816864295125,0.8579881656804734,290,2,338,?a
?a father ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a hasSpouse Yes,759,0.4756258234519104,0.8719806763285024,361,2,414,?a
?a father ?c   ?c hasSpouse No,?a hasSpouse Yes,759,0.061923583662714096,0.6911764705882353,47,2,68,?a
?a spouse ?c   ?c name ?b,?a spouse ?b,865,0.09017341040462427,0.16631130063965885,78,2,469,?a
?a spouse ?c   ?b name ?c,?a spouse ?b,865,0.09017341040462427,0.9397590361445783,78,2,83,?a
?a spouse ?c   ?c spouse ?b,?a spouse ?b,865,0.013872832369942197,0.014336917562724014,12,2,837,?a
?a spouse ?c   ?b spouse ?c,?a spouse ?b,865,0.013872832369942197,0.011753183153770812,12,2,1021,?a
?a successor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a hasSpouse Yes,759,0.21080368906455862,0.6451612903225806,160,2,248,?a
?a successor ?c   ?c hasSpouse No,?a hasSpouse Yes,759,0.06060606060606061,0.7666666666666667,46,2,60,?a
"?a successor ?c   ?c gender ""male""",?a hasSpouse Yes,759,0.10540184453227931,0.5517241379310345,80,2,145,?a
"?a parent ?c   ?c gender ""male""",?a hasSpouse Yes,759,0.35968379446640314,0.861198738170347,273,2,317,?a
"?a parent ?c   ?c gender ""female""",?a hasSpouse Yes,759,0.3254281949934124,0.9536679536679536,247,2,259,?a
?a parent ?c   ?c hasSpouse No,?a hasSpouse Yes,759,0.06719367588932806,0.6986301369863014,51,2,73,?a
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a hasSpouse Yes,759,0.549407114624506,0.8872340425531915,417,2,470,?a
?a name ?c   ?c spouse ?b,?a spouse ?b,865,0.09248554913294797,0.975609756097561,80,2,82,?a
?a name ?c   ?b spouse ?c,?a spouse ?b,865,0.07167630057803469,0.8732394366197183,62,2,71,?a
?a child ?c   ?c mother ?b,?a spouse ?b,865,0.11213872832369942,0.48258706467661694,97,2,201,?a
?a child ?c   ?c parent ?b,?a spouse ?b,865,0.223121387283237,0.4777227722772277,193,2,404,?a
?a child ?c   ?c predecessor ?b,?a spouse ?b,865,0.04161849710982659,0.16822429906542055,36,2,214,?a
?a child ?c   ?c father ?b,?a spouse ?b,865,0.10751445086705202,0.45588235294117646,93,2,204,?a
?a child ?c   ?b successor ?c,?a spouse ?b,865,0.046242774566473986,0.17391304347826086,40,2,230,?a
?a child ?c   ?b child ?c,?a spouse ?b,865,0.1676300578034682,0.3020833333333333,145,2,480,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a spouse ?b,865,1.0,0.0004241468518987069,865,2,2039388,?a
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a hasSpouse Yes,759,0.20421607378129117,0.6326530612244898,155,2,245,?a
?a predecessor ?c   ?c hasSpouse No,?a hasSpouse Yes,759,0.07114624505928854,0.8307692307692308,54,2,65,?a
"?a predecessor ?c   ?c gender ""male""",?a hasSpouse Yes,759,0.11198945981554677,0.5782312925170068,85,2,147,?a
?a hasSpouse ?c   ?b hasSpouse ?c,?a spouse ?b,865,0.6196531791907515,0.0012030534214076173,536,2,445533,?a
?a successor ?c   ?c parent ?b,?a spouse ?b,865,0.08786127167630058,0.34545454545454546,76,2,220,?a
?a successor ?c   ?c mother ?b,?a spouse ?b,865,0.07052023121387284,0.5596330275229358,61,2,109,?a
?a successor ?c   ?c father ?b,?a spouse ?b,865,0.011560693641618497,0.08928571428571429,10,2,112,?a
?a successor ?c   ?b child ?c,?a spouse ?b,865,0.05086705202312139,0.2328042328042328,44,2,189,?a
?a successor ?c   ?b successor ?c,?a spouse ?b,865,0.021965317919075144,0.07142857142857142,19,2,266,?a
?a successor ?c   ?c predecessor ?b,?a spouse ?b,865,0.017341040462427744,0.06787330316742081,15,2,221,?a
?a name ?c   ?c parent ?b,?a parent ?b,946,0.1226215644820296,0.9666666666666667,116,2,120,?a
?a name ?c   ?c father ?b,?a parent ?b,946,0.05708245243128964,0.8059701492537313,54,2,67,?a
?a name ?c   ?c mother ?b,?a parent ?b,946,0.03805496828752643,0.8571428571428571,36,2,42,?a
?a name ?c   ?b child ?c,?a parent ?b,946,0.039112050739957716,0.7254901960784313,37,2,51,?a
?a father ?c   ?c spouse ?b,?a parent ?b,946,0.23150105708245244,0.5748031496062992,219,2,381,?a
?a father ?c   ?c name ?b,?a parent ?b,946,0.013742071881606765,0.038011695906432746,13,2,342,?a
?a father ?c   ?b spouse ?c,?a parent ?b,946,0.24841437632135308,0.5934343434343434,235,2,396,?a
?a father ?c   ?b name ?c,?a parent ?b,946,0.013742071881606765,1.0,13,2,13,?a
?a parent ?c   ?c spouse ?b,?a parent ?b,946,0.45348837209302323,0.6146131805157593,429,2,698,?a
?a parent ?c   ?c name ?b,?a parent ?b,946,0.09513742071881606,0.17013232514177692,90,2,529,?a
?a parent ?c   ?c successor ?b,?a parent ?b,946,0.011627906976744186,0.03900709219858156,11,2,282,?a
?a parent ?c   ?b spouse ?c,?a parent ?b,946,0.45454545454545453,0.6240928882438317,430,2,689,?a
?a parent ?c   ?b name ?c,?a parent ?b,946,0.09513742071881606,0.9473684210526315,90,2,95,?a
?a parent ?c   ?b successor ?c,?a parent ?b,946,0.011627906976744186,0.041044776119402986,11,2,268,?a
?a gender ?c   ?b gender ?c,?a parent ?b,946,0.30655391120507397,0.0013363439472835353,290,2,217010,?a
?a hasSpouse ?c   ?b hasSpouse ?c,?a parent ?b,946,0.4619450317124736,0.0011546794905670347,437,2,378460,?a
?a predecessor ?c   ?c spouse ?b,?a parent ?b,946,0.07822410147991543,0.4180790960451977,74,2,177,?a
?a predecessor ?c   ?c predecessor ?b,?a parent ?b,946,0.015856236786469344,0.08670520231213873,15,2,173,?a
?a predecessor ?c   ?b spouse ?c,?a parent ?b,946,0.07399577167019028,0.4,70,2,175,?a
?a predecessor ?c   ?b successor ?c,?a parent ?b,946,0.015856236786469344,0.08108108108108109,15,2,185,?a
?a predecessor ?c   ?b child ?c,?a parent ?b,946,0.021141649048625793,0.11834319526627218,20,2,169,?a
?a mother ?c   ?c spouse ?b,?a parent ?b,946,0.2346723044397463,0.7350993377483444,222,2,302,?a
?a mother ?c   ?c name ?b,?a parent ?b,946,0.048625792811839326,0.27218934911242604,46,2,169,?a
?a mother ?c   ?b spouse ?c,?a parent ?b,946,0.23784355179704017,0.75,225,2,300,?a
?a mother ?c   ?b name ?c,?a parent ?b,946,0.048625792811839326,0.7419354838709677,46,2,62,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a parent ?b,946,1.0,0.0005753417992507176,946,2,1644240,?a
?a spouse ?c   ?c hasSpouse ?b,?a hasSpouse ?b,1928,0.25103734439834025,1.0,484,2,484,?a
?a parent ?c   ?c hasSpouse ?b,?a hasSpouse ?b,1928,0.17116182572614108,0.825,330,2,400,?a
?a name ?c   ?c hasSpouse ?b,?a hasSpouse ?b,1928,0.03890041493775934,0.9615384615384616,75,2,78,?a
